cifar100 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the wcl selected dataset (by weighted the boundary points).
load parameters
Now try to run the WCL algorithm, by scaling up boundary sample scores
Scale up the boundary sample scores to 1
Start to select 36000 samples for a fair comparison.
Use multiple GPU to train the network.
Use 100 epochs

Epoch: 0
 [>................................................................] 1/141   Step: 43s772ms | Tot: 0ms | Loss: 0.838 | Acc: 78.516% (201/256)              
 [>................................................................] 2/141   Step: 2s80ms | Tot: 2s80ms | Loss: 0.882 | Acc: 78.125% (400/512)              
 [>................................................................] 3/141   Step: 985ms | Tot: 3s66ms | Loss: 0.935 | Acc: 76.823% (590/768)              
 [=>...............................................................] 4/141   Step: 1s178ms | Tot: 4s244ms | Loss: 0.902 | Acc: 77.539% (794/1024)              
 [=>...............................................................] 5/141   Step: 977ms | Tot: 5s221ms | Loss: 0.911 | Acc: 77.500% (992/1280)              
 [==>..............................................................] 6/141   Step: 973ms | Tot: 6s195ms | Loss: 0.881 | Acc: 77.669% (1193/1536)              
 [==>..............................................................] 7/141   Step: 976ms | Tot: 7s172ms | Loss: 0.865 | Acc: 78.571% (1408/1792)              
 [===>.............................................................] 8/141   Step: 977ms | Tot: 8s150ms | Loss: 0.871 | Acc: 78.662% (1611/2048)              
 [===>.............................................................] 9/141   Step: 1s77ms | Tot: 9s227ms | Loss: 0.858 | Acc: 79.210% (1825/2304)              
 [====>............................................................] 10/141   Step: 979ms | Tot: 10s206ms | Loss: 0.837 | Acc: 79.570% (2037/2560)              
 [====>............................................................] 11/141   Step: 975ms | Tot: 11s182ms | Loss: 0.832 | Acc: 79.723% (2245/2816)              
 [=====>...........................................................] 12/141   Step: 990ms | Tot: 12s172ms | Loss: 0.846 | Acc: 79.655% (2447/3072)              
 [=====>...........................................................] 13/141   Step: 1s92ms | Tot: 13s265ms | Loss: 0.839 | Acc: 79.838% (2657/3328)              
 [=====>...........................................................] 14/141   Step: 982ms | Tot: 14s247ms | Loss: 0.836 | Acc: 79.994% (2867/3584)              
 [======>..........................................................] 15/141   Step: 976ms | Tot: 15s224ms | Loss: 0.837 | Acc: 80.078% (3075/3840)              
 [======>..........................................................] 16/141   Step: 976ms | Tot: 16s201ms | Loss: 0.828 | Acc: 80.225% (3286/4096)              
 [=======>.........................................................] 17/141   Step: 985ms | Tot: 17s186ms | Loss: 0.825 | Acc: 80.308% (3495/4352)              
 [=======>.........................................................] 18/141   Step: 1s93ms | Tot: 18s279ms | Loss: 0.825 | Acc: 80.382% (3704/4608)              
 [========>........................................................] 19/141   Step: 978ms | Tot: 19s258ms | Loss: 0.829 | Acc: 80.284% (3905/4864)              
 [========>........................................................] 20/141   Step: 974ms | Tot: 20s232ms | Loss: 0.843 | Acc: 80.137% (4103/5120)              
 [=========>.......................................................] 21/141   Step: 994ms | Tot: 21s227ms | Loss: 0.833 | Acc: 80.339% (4319/5376)              
 [=========>.......................................................] 22/141   Step: 1s110ms | Tot: 22s337ms | Loss: 0.826 | Acc: 80.433% (4530/5632)              
 [==========>......................................................] 23/141   Step: 974ms | Tot: 23s312ms | Loss: 0.822 | Acc: 80.588% (4745/5888)              
 [==========>......................................................] 24/141   Step: 980ms | Tot: 24s292ms | Loss: 0.816 | Acc: 80.648% (4955/6144)              
 [===========>.....................................................] 25/141   Step: 985ms | Tot: 25s278ms | Loss: 0.807 | Acc: 80.781% (5170/6400)              
 [===========>.....................................................] 26/141   Step: 976ms | Tot: 26s255ms | Loss: 0.809 | Acc: 80.739% (5374/6656)              
 [===========>.....................................................] 27/141   Step: 1s124ms | Tot: 27s379ms | Loss: 0.812 | Acc: 80.628% (5573/6912)              
 [============>....................................................] 28/141   Step: 975ms | Tot: 28s355ms | Loss: 0.805 | Acc: 80.762% (5789/7168)              
 [============>....................................................] 29/141   Step: 979ms | Tot: 29s334ms | Loss: 0.801 | Acc: 80.913% (6007/7424)              
 [=============>...................................................] 30/141   Step: 982ms | Tot: 30s317ms | Loss: 0.799 | Acc: 80.951% (6217/7680)              
