cifar100 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the egdis selected dataset.
load parameters
Now try to run the algorithm EGDIS with the generated sample dataset.
Selected 14742 samples
Use multiple GPU to train the network.
Use 100 epochs

Epoch: 0
 [>................................................................] 1/58   Step: 43s429ms | Tot: 0ms | Loss: 0.188 | Acc: 94.141% (241/256)              
 [=>...............................................................] 2/58   Step: 1s987ms | Tot: 1s987ms | Loss: 0.174 | Acc: 95.117% (487/512)              
 [==>..............................................................] 3/58   Step: 973ms | Tot: 2s960ms | Loss: 0.182 | Acc: 94.531% (726/768)              
 [===>.............................................................] 4/58   Step: 1s156ms | Tot: 4s117ms | Loss: 0.167 | Acc: 95.312% (976/1024)              
 [====>............................................................] 5/58   Step: 962ms | Tot: 5s79ms | Loss: 0.173 | Acc: 95.000% (1216/1280)              
 [=====>...........................................................] 6/58   Step: 967ms | Tot: 6s47ms | Loss: 0.170 | Acc: 95.378% (1465/1536)              
 [======>..........................................................] 7/58   Step: 958ms | Tot: 7s5ms | Loss: 0.166 | Acc: 95.759% (1716/1792)              
 [=======>.........................................................] 8/58   Step: 978ms | Tot: 7s984ms | Loss: 0.164 | Acc: 95.752% (1961/2048)              
 [========>........................................................] 9/58   Step: 1s62ms | Tot: 9s46ms | Loss: 0.159 | Acc: 95.920% (2210/2304)              
 [==========>......................................................] 10/58   Step: 960ms | Tot: 10s6ms | Loss: 0.157 | Acc: 96.055% (2459/2560)              
 [===========>.....................................................] 11/58   Step: 961ms | Tot: 10s968ms | Loss: 0.154 | Acc: 96.094% (2706/2816)              
 [============>....................................................] 12/58   Step: 957ms | Tot: 11s925ms | Loss: 0.153 | Acc: 96.224% (2956/3072)              
 [=============>...................................................] 13/58   Step: 963ms | Tot: 12s888ms | Loss: 0.151 | Acc: 96.244% (3203/3328)              
 [==============>..................................................] 14/58   Step: 1s73ms | Tot: 13s962ms | Loss: 0.149 | Acc: 96.317% (3452/3584)              
 [===============>.................................................] 15/58   Step: 971ms | Tot: 14s934ms | Loss: 0.146 | Acc: 96.458% (3704/3840)              
 [================>................................................] 16/58   Step: 973ms | Tot: 15s907ms | Loss: 0.148 | Acc: 96.387% (3948/4096)              
 [=================>...............................................] 17/58   Step: 971ms | Tot: 16s878ms | Loss: 0.149 | Acc: 96.324% (4192/4352)              
 [===================>.............................................] 18/58   Step: 999ms | Tot: 17s877ms | Loss: 0.148 | Acc: 96.441% (4444/4608)              
 [====================>............................................] 19/58   Step: 1s63ms | Tot: 18s940ms | Loss: 0.146 | Acc: 96.443% (4691/4864)              
 [=====================>...........................................] 20/58   Step: 958ms | Tot: 19s899ms | Loss: 0.144 | Acc: 96.465% (4939/5120)              
 [======================>..........................................] 21/58   Step: 967ms | Tot: 20s866ms | Loss: 0.141 | Acc: 96.559% (5191/5376)              
 [=======================>.........................................] 22/58   Step: 970ms | Tot: 21s837ms | Loss: 0.141 | Acc: 96.555% (5438/5632)              
 [========================>........................................] 23/58   Step: 1s107ms | Tot: 22s945ms | Loss: 0.139 | Acc: 96.620% (5689/5888)              
 [=========================>.......................................] 24/58   Step: 957ms | Tot: 23s902ms | Loss: 0.138 | Acc: 96.647% (5938/6144)              
 [==========================>......................................] 25/58   Step: 964ms | Tot: 24s867ms | Loss: 0.137 | Acc: 96.656% (6186/6400)              
 [============================>....................................] 26/58   Step: 965ms | Tot: 25s832ms | Loss: 0.135 | Acc: 96.725% (6438/6656)              
 [=============================>...................................] 27/58   Step: 963ms | Tot: 26s795ms | Loss: 0.133 | Acc: 96.817% (6692/6912)              
 [==============================>..................................] 28/58   Step: 1s80ms | Tot: 27s876ms | Loss: 0.133 | Acc: 96.805% (6939/7168)              
 [===============================>.................................] 29/58   Step: 961ms | Tot: 28s837ms | Loss: 0.131 | Acc: 96.902% (7194/7424)              
 [================================>................................] 30/58   Step: 967ms | Tot: 29s805ms | Loss: 0.129 | Acc: 96.979% (7448/7680)              
 [=================================>...............................] 31/58   Step: 959ms | Tot: 30s764ms | Loss: 0.128 | Acc: 96.988% (7697/7936)              
 [==================================>..............................] 32/58   Step: 1s66ms | Tot: 31s831ms | Loss: 0.127 | Acc: 96.973% (7944/8192)              
 [===================================>.............................] 33/58   Step: 968ms | Tot: 32s800ms | Loss: 0.126 | Acc: 97.005% (8195/8448)              
 [====================================>............................] 34/58   Step: 962ms | Tot: 33s762ms | Loss: 0.125 | Acc: 97.047% (8447/8704)              
 [======================================>..........................] 35/58   Step: 965ms | Tot: 34s728ms | Loss: 0.124 | Acc: 97.087% (8699/8960)              
 [=======================================>.........................] 36/58   Step: 961ms | Tot: 35s689ms | Loss: 0.123 | Acc: 97.114% (8950/9216)              
 [========================================>........................] 37/58   Step: 1s74ms | Tot: 36s763ms | Loss: 0.122 | Acc: 97.097% (9197/9472)              
 [=========================================>.......................] 38/58   Step: 982ms | Tot: 37s745ms | Loss: 0.121 | Acc: 97.153% (9451/9728)              
 [==========================================>......................] 39/58   Step: 958ms | Tot: 38s704ms | Loss: 0.119 | Acc: 97.196% (9704/9984)              
 [===========================================>.....................] 40/58   Step: 963ms | Tot: 39s667ms | Loss: 0.118 | Acc: 97.227% (9956/10240)              
 [============================================>....................] 41/58   Step: 964ms | Tot: 40s632ms | Loss: 0.117 | Acc: 97.247% (10207/10496)              
 [=============================================>...................] 42/58   Step: 1s75ms | Tot: 41s708ms | Loss: 0.116 | Acc: 97.256% (10457/10752)              
 [===============================================>.................] 43/58   Step: 964ms | Tot: 42s673ms | Loss: 0.115 | Acc: 97.257% (10706/11008)              
 [================================================>................] 44/58   Step: 961ms | Tot: 43s634ms | Loss: 0.114 | Acc: 97.283% (10958/11264)              
 [=================================================>...............] 45/58   Step: 959ms | Tot: 44s593ms | Loss: 0.113 | Acc: 97.318% (11211/11520)              
 [==================================================>..............] 46/58   Step: 1s93ms | Tot: 45s686ms | Loss: 0.113 | Acc: 97.308% (11459/11776)              
 [===================================================>.............] 47/58   Step: 975ms | Tot: 46s662ms | Loss: 0.112 | Acc: 97.332% (11711/12032)              
 [====================================================>............] 48/58   Step: 984ms | Tot: 47s646ms | Loss: 0.111 | Acc: 97.363% (11964/12288)              
 [=====================================================>...........] 49/58   Step: 956ms | Tot: 48s603ms | Loss: 0.110 | Acc: 97.385% (12216/12544)              
 [======================================================>..........] 50/58   Step: 961ms | Tot: 49s565ms | Loss: 0.109 | Acc: 97.414% (12469/12800)              
 [========================================================>........] 51/58   Step: 1s73ms | Tot: 50s638ms | Loss: 0.108 | Acc: 97.449% (12723/13056)              
 [=========================================================>.......] 52/58   Step: 958ms | Tot: 51s596ms | Loss: 0.108 | Acc: 97.453% (12973/13312)              
 [==========================================================>......] 53/58   Step: 957ms | Tot: 52s554ms | Loss: 0.106 | Acc: 97.487% (13227/13568)              
 [===========================================================>.....] 54/58   Step: 915ms | Tot: 53s469ms | Loss: 0.105 | Acc: 97.512% (13480/13824)              
 [============================================================>....] 55/58   Step: 845ms | Tot: 54s315ms | Loss: 0.105 | Acc: 97.536% (13733/14080)              
 [=============================================================>...] 56/58   Step: 952ms | Tot: 55s267ms | Loss: 0.104 | Acc: 97.552% (13985/14336)              
 [==============================================================>..] 57/58   Step: 846ms | Tot: 56s113ms | Loss: 0.104 | Acc: 97.567% (14237/14592)              
 [===============================================================>.] 58/58   Step: 9s136ms | Tot: 1m5s | Loss: 0.104 | Acc: 97.558% (14382/14742)
 [>................................................................] 1/40   Step: 1s97ms | Tot: 0ms | Loss: 1.734 | Acc: 58.984% (151/256)              
 [=>...............................................................] 2/40   Step: 422ms | Tot: 422ms | Loss: 1.805 | Acc: 58.008% (297/512)              
 [===>.............................................................] 3/40   Step: 592ms | Tot: 1s15ms | Loss: 1.836 | Acc: 58.594% (450/768)              
 [====>............................................................] 4/40   Step: 418ms | Tot: 1s433ms | Loss: 1.833 | Acc: 59.863% (613/1024)              
 [======>..........................................................] 5/40   Step: 416ms | Tot: 1s850ms | Loss: 1.926 | Acc: 58.984% (755/1280)              
 [========>........................................................] 6/40   Step: 416ms | Tot: 2s266ms | Loss: 1.951 | Acc: 58.919% (905/1536)              
 [=========>.......................................................] 7/40   Step: 417ms | Tot: 2s684ms | Loss: 1.954 | Acc: 58.705% (1052/1792)              
 [===========>.....................................................] 8/40   Step: 558ms | Tot: 3s243ms | Loss: 1.954 | Acc: 58.154% (1191/2048)              
 [=============>...................................................] 9/40   Step: 417ms | Tot: 3s660ms | Loss: 1.942 | Acc: 58.333% (1344/2304)              
 [==============>..................................................] 10/40   Step: 417ms | Tot: 4s78ms | Loss: 1.928 | Acc: 58.281% (1492/2560)              
 [================>................................................] 11/40   Step: 420ms | Tot: 4s499ms | Loss: 1.908 | Acc: 58.416% (1645/2816)              
 [=================>...............................................] 12/40   Step: 421ms | Tot: 4s920ms | Loss: 1.895 | Acc: 58.691% (1803/3072)              
 [===================>.............................................] 13/40   Step: 418ms | Tot: 5s338ms | Loss: 1.885 | Acc: 58.834% (1958/3328)              
 [=====================>...........................................] 14/40   Step: 515ms | Tot: 5s854ms | Loss: 1.905 | Acc: 58.287% (2089/3584)              
 [======================>..........................................] 15/40   Step: 416ms | Tot: 6s270ms | Loss: 1.902 | Acc: 58.281% (2238/3840)              
 [========================>........................................] 16/40   Step: 417ms | Tot: 6s687ms | Loss: 1.904 | Acc: 58.276% (2387/4096)              
 [==========================>......................................] 17/40   Step: 417ms | Tot: 7s104ms | Loss: 1.896 | Acc: 58.548% (2548/4352)              
 [===========================>.....................................] 18/40   Step: 416ms | Tot: 7s521ms | Loss: 1.890 | Acc: 58.637% (2702/4608)              
