cifar100 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the cl selected dataset.
load parameters
------------------ Start to select subsets ------------------
Selected 90 percent training data.
Use multiple GPU to train the network.
Use 100 epochs

Epoch: 0
 [>................................................................] 1/141   Step: 41s697ms | Tot: 0ms | Loss: 0.470 | Acc: 84.375% (216/256)              
 [>................................................................] 2/141   Step: 1s952ms | Tot: 1s952ms | Loss: 0.436 | Acc: 86.523% (443/512)              
 [>................................................................] 3/141   Step: 958ms | Tot: 2s910ms | Loss: 0.452 | Acc: 86.979% (668/768)              
 [=>...............................................................] 4/141   Step: 1s143ms | Tot: 4s53ms | Loss: 0.454 | Acc: 87.207% (893/1024)              
 [=>...............................................................] 5/141   Step: 945ms | Tot: 4s999ms | Loss: 0.446 | Acc: 87.031% (1114/1280)              
 [==>..............................................................] 6/141   Step: 954ms | Tot: 5s953ms | Loss: 0.458 | Acc: 86.523% (1329/1536)              
 [==>..............................................................] 7/141   Step: 941ms | Tot: 6s895ms | Loss: 0.449 | Acc: 87.277% (1564/1792)              
 [===>.............................................................] 8/141   Step: 958ms | Tot: 7s853ms | Loss: 0.441 | Acc: 87.500% (1792/2048)              
 [===>.............................................................] 9/141   Step: 1s45ms | Tot: 8s899ms | Loss: 0.437 | Acc: 87.674% (2020/2304)              
 [====>............................................................] 10/141   Step: 938ms | Tot: 9s838ms | Loss: 0.429 | Acc: 87.969% (2252/2560)              
 [====>............................................................] 11/141   Step: 944ms | Tot: 10s782ms | Loss: 0.418 | Acc: 88.388% (2489/2816)              
 [=====>...........................................................] 12/141   Step: 940ms | Tot: 11s723ms | Loss: 0.411 | Acc: 88.672% (2724/3072)              
 [=====>...........................................................] 13/141   Step: 1s47ms | Tot: 12s771ms | Loss: 0.400 | Acc: 88.972% (2961/3328)              
 [=====>...........................................................] 14/141   Step: 947ms | Tot: 13s719ms | Loss: 0.396 | Acc: 89.230% (3198/3584)              
 [======>..........................................................] 15/141   Step: 956ms | Tot: 14s675ms | Loss: 0.393 | Acc: 89.271% (3428/3840)              
 [======>..........................................................] 16/141   Step: 946ms | Tot: 15s621ms | Loss: 0.391 | Acc: 89.478% (3665/4096)              
 [=======>.........................................................] 17/141   Step: 953ms | Tot: 16s574ms | Loss: 0.384 | Acc: 89.775% (3907/4352)              
 [=======>.........................................................] 18/141   Step: 1s69ms | Tot: 17s644ms | Loss: 0.383 | Acc: 89.865% (4141/4608)              
 [========>........................................................] 19/141   Step: 944ms | Tot: 18s588ms | Loss: 0.382 | Acc: 89.844% (4370/4864)              
 [========>........................................................] 20/141   Step: 953ms | Tot: 19s542ms | Loss: 0.376 | Acc: 90.020% (4609/5120)              
 [=========>.......................................................] 21/141   Step: 948ms | Tot: 20s490ms | Loss: 0.374 | Acc: 90.160% (4847/5376)              
 [=========>.......................................................] 22/141   Step: 941ms | Tot: 21s431ms | Loss: 0.374 | Acc: 90.110% (5075/5632)              
 [==========>......................................................] 23/141   Step: 1s68ms | Tot: 22s500ms | Loss: 0.375 | Acc: 90.048% (5302/5888)              
 [==========>......................................................] 24/141   Step: 948ms | Tot: 23s448ms | Loss: 0.371 | Acc: 90.186% (5541/6144)              
 [===========>.....................................................] 25/141   Step: 954ms | Tot: 24s403ms | Loss: 0.372 | Acc: 90.219% (5774/6400)              
 [===========>.....................................................] 26/141   Step: 947ms | Tot: 25s351ms | Loss: 0.369 | Acc: 90.279% (6009/6656)              
 [===========>.....................................................] 27/141   Step: 1s90ms | Tot: 26s441ms | Loss: 0.364 | Acc: 90.437% (6251/6912)              
 [============>....................................................] 28/141   Step: 966ms | Tot: 27s408ms | Loss: 0.360 | Acc: 90.555% (6491/7168)              
 [============>....................................................] 29/141   Step: 942ms | Tot: 28s351ms | Loss: 0.359 | Acc: 90.625% (6728/7424)              
 [=============>...................................................] 30/141   Step: 945ms | Tot: 29s297ms | Loss: 0.356 | Acc: 90.638% (6961/7680)              
 [=============>...................................................] 31/141   Step: 956ms | Tot: 30s253ms | Loss: 0.357 | Acc: 90.638% (7193/7936)              
 [==============>..................................................] 32/141   Step: 1s68ms | Tot: 31s321ms | Loss: 0.355 | Acc: 90.698% (7430/8192)              
 [==============>..................................................] 33/141   Step: 945ms | Tot: 32s267ms | Loss: 0.354 | Acc: 90.767% (7668/8448)              
 [===============>.................................................] 34/141   Step: 942ms | Tot: 33s209ms | Loss: 0.349 | Acc: 90.924% (7914/8704)              
 [===============>.................................................] 35/141   Step: 946ms | Tot: 34s156ms | Loss: 0.347 | Acc: 90.971% (8151/8960)              
 [================>................................................] 36/141   Step: 953ms | Tot: 35s110ms | Loss: 0.345 | Acc: 91.026% (8389/9216)              
 [================>................................................] 37/141   Step: 1s59ms | Tot: 36s169ms | Loss: 0.343 | Acc: 91.079% (8627/9472)              
 [=================>...............................................] 38/141   Step: 949ms | Tot: 37s119ms | Loss: 0.342 | Acc: 91.118% (8864/9728)              
 [=================>...............................................] 39/141   Step: 966ms | Tot: 38s85ms | Loss: 0.340 | Acc: 91.166% (9102/9984)              
 [=================>...............................................] 40/141   Step: 945ms | Tot: 39s30ms | Loss: 0.338 | Acc: 91.191% (9338/10240)              
 [==================>..............................................] 41/141   Step: 1s48ms | Tot: 40s79ms | Loss: 0.337 | Acc: 91.282% (9581/10496)              
 [==================>..............................................] 42/141   Step: 944ms | Tot: 41s23ms | Loss: 0.336 | Acc: 91.369% (9824/10752)              
 [===================>.............................................] 43/141   Step: 950ms | Tot: 41s973ms | Loss: 0.336 | Acc: 91.388% (10060/11008)              
 [===================>.............................................] 44/141   Step: 958ms | Tot: 42s932ms | Loss: 0.334 | Acc: 91.397% (10295/11264)              
 [====================>............................................] 45/141   Step: 954ms | Tot: 43s886ms | Loss: 0.335 | Acc: 91.363% (10525/11520)              
 [====================>............................................] 46/141   Step: 1s51ms | Tot: 44s937ms | Loss: 0.333 | Acc: 91.432% (10767/11776)              
 [=====================>...........................................] 47/141   Step: 952ms | Tot: 45s889ms | Loss: 0.333 | Acc: 91.456% (11004/12032)              
 [=====================>...........................................] 48/141   Step: 945ms | Tot: 46s835ms | Loss: 0.330 | Acc: 91.463% (11239/12288)              
 [======================>..........................................] 49/141   Step: 977ms | Tot: 47s812ms | Loss: 0.330 | Acc: 91.502% (11478/12544)              
 [======================>..........................................] 50/141   Step: 958ms | Tot: 48s771ms | Loss: 0.329 | Acc: 91.500% (11712/12800)              
 [=======================>.........................................] 51/141   Step: 1s77ms | Tot: 49s848ms | Loss: 0.328 | Acc: 91.513% (11948/13056)              
 [=======================>.........................................] 52/141   Step: 949ms | Tot: 50s797ms | Loss: 0.329 | Acc: 91.511% (12182/13312)              
 [=======================>.........................................] 53/141   Step: 946ms | Tot: 51s744ms | Loss: 0.327 | Acc: 91.591% (12427/13568)              
 [========================>........................................] 54/141   Step: 942ms | Tot: 52s687ms | Loss: 0.327 | Acc: 91.602% (12663/13824)              
 [========================>........................................] 55/141   Step: 1s64ms | Tot: 53s751ms | Loss: 0.327 | Acc: 91.619% (12900/14080)              
 [=========================>.......................................] 56/141   Step: 943ms | Tot: 54s694ms | Loss: 0.326 | Acc: 91.650% (13139/14336)              
 [=========================>.......................................] 57/141   Step: 946ms | Tot: 55s641ms | Loss: 0.325 | Acc: 91.694% (13380/14592)              
 [==========================>......................................] 58/141   Step: 946ms | Tot: 56s587ms | Loss: 0.324 | Acc: 91.709% (13617/14848)              
 [==========================>......................................] 59/141   Step: 960ms | Tot: 57s548ms | Loss: 0.323 | Acc: 91.770% (13861/15104)              
 [===========================>.....................................] 60/141   Step: 1s46ms | Tot: 58s595ms | Loss: 0.321 | Acc: 91.823% (14104/15360)              
 [===========================>.....................................] 61/141   Step: 946ms | Tot: 59s541ms | Loss: 0.321 | Acc: 91.848% (14343/15616)              
 [============================>....................................] 62/141   Step: 943ms | Tot: 1m485ms | Loss: 0.321 | Acc: 91.847% (14578/15872)              
 [============================>....................................] 63/141   Step: 941ms | Tot: 1m1s | Loss: 0.320 | Acc: 91.877% (14818/16128)              
 [=============================>...................................] 64/141   Step: 1s55ms | Tot: 1m2s | Loss: 0.321 | Acc: 91.864% (15051/16384)              
 [=============================>...................................] 65/141   Step: 945ms | Tot: 1m3s | Loss: 0.320 | Acc: 91.833% (15281/16640)              
 [=============================>...................................] 66/141   Step: 946ms | Tot: 1m4s | Loss: 0.319 | Acc: 91.886% (15525/16896)              
 [==============================>..................................] 67/141   Step: 947ms | Tot: 1m5s | Loss: 0.319 | Acc: 91.896% (15762/17152)              
 [==============================>..................................] 68/141   Step: 953ms | Tot: 1m6s | Loss: 0.318 | Acc: 91.946% (16006/17408)              
 [===============================>.................................] 69/141   Step: 1s67ms | Tot: 1m7s | Loss: 0.316 | Acc: 92.001% (16251/17664)              
 [===============================>.................................] 70/141   Step: 944ms | Tot: 1m8s | Loss: 0.315 | Acc: 92.003% (16487/17920)              
 [================================>................................] 71/141   Step: 946ms | Tot: 1m9s | Loss: 0.314 | Acc: 92.022% (16726/18176)              
 [================================>................................] 72/141   Step: 946ms | Tot: 1m10s | Loss: 0.315 | Acc: 92.019% (16961/18432)              
 [=================================>...............................] 73/141   Step: 945ms | Tot: 1m11s | Loss: 0.314 | Acc: 92.048% (17202/18688)              
 [=================================>...............................] 74/141   Step: 1s46ms | Tot: 1m12s | Loss: 0.314 | Acc: 92.066% (17441/18944)              
 [==================================>..............................] 75/141   Step: 971ms | Tot: 1m13s | Loss: 0.314 | Acc: 92.083% (17680/19200)              
 [==================================>..............................] 76/141   Step: 958ms | Tot: 1m14s | Loss: 0.313 | Acc: 92.136% (17926/19456)              
 [===================================>.............................] 77/141   Step: 945ms | Tot: 1m15s | Loss: 0.312 | Acc: 92.157% (18166/19712)              
 [===================================>.............................] 78/141   Step: 1s50ms | Tot: 1m16s | Loss: 0.312 | Acc: 92.172% (18405/19968)              
 [===================================>.............................] 79/141   Step: 948ms | Tot: 1m17s | Loss: 0.311 | Acc: 92.222% (18651/20224)              
 [====================================>............................] 80/141   Step: 971ms | Tot: 1m18s | Loss: 0.309 | Acc: 92.266% (18896/20480)              
 [====================================>............................] 81/141   Step: 948ms | Tot: 1m18s | Loss: 0.308 | Acc: 92.284% (19136/20736)              
 [=====================================>...........................] 82/141   Step: 944ms | Tot: 1m19s | Loss: 0.307 | Acc: 92.326% (19381/20992)              
 [=====================================>...........................] 83/141   Step: 1s78ms | Tot: 1m20s | Loss: 0.307 | Acc: 92.348% (19622/21248)              
 [======================================>..........................] 84/141   Step: 941ms | Tot: 1m21s | Loss: 0.305 | Acc: 92.392% (19868/21504)              
 [======================================>..........................] 85/141   Step: 946ms | Tot: 1m22s | Loss: 0.305 | Acc: 92.376% (20101/21760)              
 [=======================================>.........................] 86/141   Step: 946ms | Tot: 1m23s | Loss: 0.304 | Acc: 92.392% (20341/22016)              
 [=======================================>.........................] 87/141   Step: 946ms | Tot: 1m24s | Loss: 0.305 | Acc: 92.394% (20578/22272)              
 [========================================>........................] 88/141   Step: 1s61ms | Tot: 1m25s | Loss: 0.303 | Acc: 92.432% (20823/22528)              
 [========================================>........................] 89/141   Step: 944ms | Tot: 1m26s | Loss: 0.302 | Acc: 92.446% (21063/22784)              
 [=========================================>.......................] 90/141   Step: 966ms | Tot: 1m27s | Loss: 0.302 | Acc: 92.439% (21298/23040)              
 [=========================================>.......................] 91/141   Step: 947ms | Tot: 1m28s | Loss: 0.301 | Acc: 92.462% (21540/23296)              
 [=========================================>.......................] 92/141   Step: 1s51ms | Tot: 1m29s | Loss: 0.301 | Acc: 92.468% (21778/23552)              
 [==========================================>......................] 93/141   Step: 944ms | Tot: 1m30s | Loss: 0.300 | Acc: 92.486% (22019/23808)              
 [==========================================>......................] 94/141   Step: 940ms | Tot: 1m31s | Loss: 0.299 | Acc: 92.499% (22259/24064)              
 [===========================================>.....................] 95/141   Step: 944ms | Tot: 1m32s | Loss: 0.298 | Acc: 92.504% (22497/24320)              
 [===========================================>.....................] 96/141   Step: 941ms | Tot: 1m33s | Loss: 0.297 | Acc: 92.533% (22741/24576)              
 [============================================>....................] 97/141   Step: 1s46ms | Tot: 1m34s | Loss: 0.296 | Acc: 92.562% (22985/24832)              
 [============================================>....................] 98/141   Step: 943ms | Tot: 1m35s | Loss: 0.295 | Acc: 92.602% (23232/25088)              
 [=============================================>...................] 99/141   Step: 949ms | Tot: 1m36s | Loss: 0.295 | Acc: 92.610% (23471/25344)              
 [=============================================>...................] 100/141   Step: 964ms | Tot: 1m37s | Loss: 0.295 | Acc: 92.648% (23718/25600)              
 [==============================================>..................] 101/141   Step: 1s49ms | Tot: 1m38s | Loss: 0.295 | Acc: 92.644% (23954/25856)              
 [==============================================>..................] 102/141   Step: 945ms | Tot: 1m39s | Loss: 0.294 | Acc: 92.662% (24196/26112)              
 [===============================================>.................] 103/141   Step: 947ms | Tot: 1m40s | Loss: 0.294 | Acc: 92.669% (24435/26368)              
 [===============================================>.................] 104/141   Step: 948ms | Tot: 1m41s | Loss: 0.292 | Acc: 92.698% (24680/26624)              
 [===============================================>.................] 105/141   Step: 945ms | Tot: 1m42s | Loss: 0.292 | Acc: 92.723% (24924/26880)              
 [================================================>................] 106/141   Step: 1s49ms | Tot: 1m43s | Loss: 0.291 | Acc: 92.748% (25168/27136)              
 [================================================>................] 107/141   Step: 945ms | Tot: 1m44s | Loss: 0.290 | Acc: 92.764% (25410/27392)              
 [=================================================>...............] 108/141   Step: 953ms | Tot: 1m45s | Loss: 0.290 | Acc: 92.755% (25645/27648)              
 [=================================================>...............] 109/141   Step: 943ms | Tot: 1m46s | Loss: 0.289 | Acc: 92.790% (25892/27904)              
 [==================================================>..............] 110/141   Step: 1s47ms | Tot: 1m47s | Loss: 0.288 | Acc: 92.816% (26137/28160)              
 [==================================================>..............] 111/141   Step: 961ms | Tot: 1m48s | Loss: 0.288 | Acc: 92.828% (26378/28416)              
 [===================================================>.............] 112/141   Step: 951ms | Tot: 1m49s | Loss: 0.287 | Acc: 92.868% (26627/28672)              
 [===================================================>.............] 113/141   Step: 945ms | Tot: 1m50s | Loss: 0.285 | Acc: 92.913% (26878/28928)              
 [====================================================>............] 114/141   Step: 942ms | Tot: 1m50s | Loss: 0.285 | Acc: 92.931% (27121/29184)              
 [====================================================>............] 115/141   Step: 1s47ms | Tot: 1m52s | Loss: 0.284 | Acc: 92.955% (27366/29440)              
 [=====================================================>...........] 116/141   Step: 952ms | Tot: 1m52s | Loss: 0.283 | Acc: 92.982% (27612/29696)              
 [=====================================================>...........] 117/141   Step: 959ms | Tot: 1m53s | Loss: 0.283 | Acc: 92.989% (27852/29952)              
 [=====================================================>...........] 118/141   Step: 958ms | Tot: 1m54s | Loss: 0.283 | Acc: 92.989% (28090/30208)              
 [======================================================>..........] 119/141   Step: 943ms | Tot: 1m55s | Loss: 0.282 | Acc: 92.985% (28327/30464)              
 [======================================================>..........] 120/141   Step: 1s77ms | Tot: 1m56s | Loss: 0.281 | Acc: 93.018% (28575/30720)              
 [=======================================================>.........] 121/141   Step: 961ms | Tot: 1m57s | Loss: 0.281 | Acc: 93.040% (28820/30976)              
 [=======================================================>.........] 122/141   Step: 945ms | Tot: 1m58s | Loss: 0.280 | Acc: 93.052% (29062/31232)              
 [========================================================>........] 123/141   Step: 945ms | Tot: 1m59s | Loss: 0.280 | Acc: 93.051% (29300/31488)              
 [========================================================>........] 124/141   Step: 1s61ms | Tot: 2m850ms | Loss: 0.280 | Acc: 93.066% (29543/31744)              
 [=========================================================>.......] 125/141   Step: 941ms | Tot: 2m1s | Loss: 0.279 | Acc: 93.081% (29786/32000)              
 [=========================================================>.......] 126/141   Step: 942ms | Tot: 2m2s | Loss: 0.278 | Acc: 93.099% (30030/32256)              
 [==========================================================>......] 127/141   Step: 943ms | Tot: 2m3s | Loss: 0.277 | Acc: 93.123% (30276/32512)              
 [==========================================================>......] 128/141   Step: 945ms | Tot: 2m4s | Loss: 0.277 | Acc: 93.124% (30515/32768)              
 [===========================================================>.....] 129/141   Step: 1s51ms | Tot: 2m5s | Loss: 0.278 | Acc: 93.120% (30752/33024)              
 [===========================================================>.....] 130/141   Step: 946ms | Tot: 2m6s | Loss: 0.278 | Acc: 93.122% (30991/33280)              
 [===========================================================>.....] 131/141   Step: 961ms | Tot: 2m7s | Loss: 0.278 | Acc: 93.142% (31236/33536)              
 [============================================================>....] 132/141   Step: 942ms | Tot: 2m8s | Loss: 0.277 | Acc: 93.161% (31481/33792)              
 [============================================================>....] 133/141   Step: 1s51ms | Tot: 2m9s | Loss: 0.277 | Acc: 93.151% (31716/34048)              
 [=============================================================>...] 134/141   Step: 946ms | Tot: 2m10s | Loss: 0.276 | Acc: 93.167% (31960/34304)              
 [=============================================================>...] 135/141   Step: 941ms | Tot: 2m11s | Loss: 0.276 | Acc: 93.174% (32201/34560)              
 [==============================================================>..] 136/141   Step: 942ms | Tot: 2m12s | Loss: 0.275 | Acc: 93.199% (32448/34816)              
 [==============================================================>..] 137/141   Step: 904ms | Tot: 2m13s | Loss: 0.274 | Acc: 93.225% (32696/35072)              
 [===============================================================>.] 138/141   Step: 934ms | Tot: 2m14s | Loss: 0.274 | Acc: 93.218% (32932/35328)              
 [===============================================================>.] 139/141   Step: 831ms | Tot: 2m15s | Loss: 0.273 | Acc: 93.241% (33179/35584)              
 [================================================================>] 140/141   Step: 828ms | Tot: 2m15s | Loss: 0.273 | Acc: 93.251% (33421/35840)              
