cifar100 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the cl selected dataset.
load parameters
------------------ Start to select subsets ------------------
Selected 30 percent training data.
Use multiple GPU to train the network.
Use 100 epochs

Epoch: 0
 [>................................................................] 1/47   Step: 1m14s | Tot: 0ms | Loss: 0.609 | Acc: 86.719% (222/256)              
 [=>...............................................................] 2/47   Step: 1s959ms | Tot: 1s959ms | Loss: 0.613 | Acc: 87.305% (447/512)              
 [==>..............................................................] 3/47   Step: 960ms | Tot: 2s919ms | Loss: 0.646 | Acc: 86.068% (661/768)              
 [====>............................................................] 4/47   Step: 1s121ms | Tot: 4s40ms | Loss: 0.640 | Acc: 85.742% (878/1024)              
 [=====>...........................................................] 5/47   Step: 950ms | Tot: 4s991ms | Loss: 0.631 | Acc: 85.938% (1100/1280)              
 [======>..........................................................] 6/47   Step: 948ms | Tot: 5s939ms | Loss: 0.634 | Acc: 85.677% (1316/1536)              
 [========>........................................................] 7/47   Step: 948ms | Tot: 6s888ms | Loss: 0.608 | Acc: 86.272% (1546/1792)              
 [=========>.......................................................] 8/47   Step: 947ms | Tot: 7s836ms | Loss: 0.605 | Acc: 86.133% (1764/2048)              
 [===========>.....................................................] 9/47   Step: 1s51ms | Tot: 8s888ms | Loss: 0.597 | Acc: 86.285% (1988/2304)              
 [============>....................................................] 10/47   Step: 962ms | Tot: 9s850ms | Loss: 0.594 | Acc: 86.367% (2211/2560)              
 [=============>...................................................] 11/47   Step: 943ms | Tot: 10s794ms | Loss: 0.597 | Acc: 86.257% (2429/2816)              
 [===============>.................................................] 12/47   Step: 946ms | Tot: 11s740ms | Loss: 0.580 | Acc: 86.458% (2656/3072)              
 [================>................................................] 13/47   Step: 947ms | Tot: 12s688ms | Loss: 0.597 | Acc: 86.148% (2867/3328)              
 [=================>...............................................] 14/47   Step: 1s52ms | Tot: 13s740ms | Loss: 0.592 | Acc: 86.217% (3090/3584)              
 [===================>.............................................] 15/47   Step: 955ms | Tot: 14s695ms | Loss: 0.591 | Acc: 86.328% (3315/3840)              
 [====================>............................................] 16/47   Step: 954ms | Tot: 15s649ms | Loss: 0.588 | Acc: 86.450% (3541/4096)              
 [======================>..........................................] 17/47   Step: 953ms | Tot: 16s603ms | Loss: 0.583 | Acc: 86.627% (3770/4352)              
 [=======================>.........................................] 18/47   Step: 1s58ms | Tot: 17s661ms | Loss: 0.583 | Acc: 86.589% (3990/4608)              
 [========================>........................................] 19/47   Step: 952ms | Tot: 18s613ms | Loss: 0.585 | Acc: 86.493% (4207/4864)              
 [==========================>......................................] 20/47   Step: 972ms | Tot: 19s586ms | Loss: 0.581 | Acc: 86.562% (4432/5120)              
 [===========================>.....................................] 21/47   Step: 958ms | Tot: 20s544ms | Loss: 0.584 | Acc: 86.496% (4650/5376)              
 [=============================>...................................] 22/47   Step: 948ms | Tot: 21s493ms | Loss: 0.583 | Acc: 86.612% (4878/5632)              
 [==============================>..................................] 23/47   Step: 1s51ms | Tot: 22s545ms | Loss: 0.584 | Acc: 86.532% (5095/5888)              
 [===============================>.................................] 24/47   Step: 952ms | Tot: 23s497ms | Loss: 0.580 | Acc: 86.540% (5317/6144)              
 [=================================>...............................] 25/47   Step: 952ms | Tot: 24s450ms | Loss: 0.579 | Acc: 86.547% (5539/6400)              
 [==================================>..............................] 26/47   Step: 946ms | Tot: 25s397ms | Loss: 0.573 | Acc: 86.674% (5769/6656)              
 [===================================>.............................] 27/47   Step: 1s95ms | Tot: 26s492ms | Loss: 0.575 | Acc: 86.675% (5991/6912)              
 [=====================================>...........................] 28/47   Step: 947ms | Tot: 27s439ms | Loss: 0.579 | Acc: 86.607% (6208/7168)              
 [======================================>..........................] 29/47   Step: 949ms | Tot: 28s389ms | Loss: 0.574 | Acc: 86.692% (6436/7424)              
 [========================================>........................] 30/47   Step: 966ms | Tot: 29s356ms | Loss: 0.571 | Acc: 86.732% (6661/7680)              
 [=========================================>.......................] 31/47   Step: 949ms | Tot: 30s305ms | Loss: 0.573 | Acc: 86.668% (6878/7936)              
 [==========================================>......................] 32/47   Step: 1s53ms | Tot: 31s358ms | Loss: 0.571 | Acc: 86.682% (7101/8192)              
 [============================================>....................] 33/47   Step: 946ms | Tot: 32s305ms | Loss: 0.569 | Acc: 86.778% (7331/8448)              
 [=============================================>...................] 34/47   Step: 944ms | Tot: 33s249ms | Loss: 0.568 | Acc: 86.799% (7555/8704)              
 [===============================================>.................] 35/47   Step: 947ms | Tot: 34s197ms | Loss: 0.563 | Acc: 86.964% (7792/8960)              
 [================================================>................] 36/47   Step: 944ms | Tot: 35s142ms | Loss: 0.564 | Acc: 87.012% (8019/9216)              
 [=================================================>...............] 37/47   Step: 1s53ms | Tot: 36s195ms | Loss: 0.564 | Acc: 87.035% (8244/9472)              
 [===================================================>.............] 38/47   Step: 944ms | Tot: 37s140ms | Loss: 0.561 | Acc: 87.089% (8472/9728)              
 [====================================================>............] 39/47   Step: 954ms | Tot: 38s94ms | Loss: 0.560 | Acc: 87.119% (8698/9984)              
 [=====================================================>...........] 40/47   Step: 958ms | Tot: 39s53ms | Loss: 0.562 | Acc: 87.109% (8920/10240)              
 [=======================================================>.........] 41/47   Step: 956ms | Tot: 40s9ms | Loss: 0.558 | Acc: 87.195% (9152/10496)              
 [========================================================>........] 42/47   Step: 1s65ms | Tot: 41s75ms | Loss: 0.556 | Acc: 87.202% (9376/10752)              
 [==========================================================>......] 43/47   Step: 933ms | Tot: 42s8ms | Loss: 0.554 | Acc: 87.300% (9610/11008)              
 [===========================================================>.....] 44/47   Step: 836ms | Tot: 42s844ms | Loss: 0.557 | Acc: 87.243% (9827/11264)              
 [============================================================>....] 45/47   Step: 843ms | Tot: 43s688ms | Loss: 0.556 | Acc: 87.240% (10050/11520)              
 [==============================================================>..] 46/47   Step: 972ms | Tot: 44s660ms | Loss: 0.553 | Acc: 87.305% (10281/11776)              
 [===============================================================>.] 47/47   Step: 9s119ms | Tot: 53s779ms | Loss: 0.557 | Acc: 87.275% (10473/12000)
 [>................................................................] 1/40   Step: 1s114ms | Tot: 0ms | Loss: 1.605 | Acc: 66.406% (170/256)              
 [=>...............................................................] 2/40   Step: 426ms | Tot: 426ms | Loss: 1.536 | Acc: 68.750% (352/512)              
 [===>.............................................................] 3/40   Step: 416ms | Tot: 843ms | Loss: 1.559 | Acc: 68.359% (525/768)              
 [====>............................................................] 4/40   Step: 582ms | Tot: 1s425ms | Loss: 1.566 | Acc: 68.359% (700/1024)              
 [======>..........................................................] 5/40   Step: 411ms | Tot: 1s837ms | Loss: 1.569 | Acc: 68.438% (876/1280)              
 [========>........................................................] 6/40   Step: 413ms | Tot: 2s251ms | Loss: 1.567 | Acc: 67.969% (1044/1536)              
 [=========>.......................................................] 7/40   Step: 410ms | Tot: 2s661ms | Loss: 1.577 | Acc: 67.634% (1212/1792)              
 [===========>.....................................................] 8/40   Step: 413ms | Tot: 3s75ms | Loss: 1.600 | Acc: 66.748% (1367/2048)              
 [=============>...................................................] 9/40   Step: 415ms | Tot: 3s491ms | Loss: 1.607 | Acc: 66.753% (1538/2304)              
 [==============>..................................................] 10/40   Step: 516ms | Tot: 4s7ms | Loss: 1.582 | Acc: 66.953% (1714/2560)              
 [================>................................................] 11/40   Step: 432ms | Tot: 4s440ms | Loss: 1.582 | Acc: 67.081% (1889/2816)              
 [=================>...............................................] 12/40   Step: 411ms | Tot: 4s852ms | Loss: 1.575 | Acc: 67.090% (2061/3072)              
 [===================>.............................................] 13/40   Step: 413ms | Tot: 5s265ms | Loss: 1.567 | Acc: 67.127% (2234/3328)              
 [=====================>...........................................] 14/40   Step: 418ms | Tot: 5s684ms | Loss: 1.576 | Acc: 66.881% (2397/3584)              
 [======================>..........................................] 15/40   Step: 521ms | Tot: 6s205ms | Loss: 1.573 | Acc: 67.005% (2573/3840)              
 [========================>........................................] 16/40   Step: 416ms | Tot: 6s621ms | Loss: 1.590 | Acc: 66.919% (2741/4096)              
 [==========================>......................................] 17/40   Step: 415ms | Tot: 7s36ms | Loss: 1.593 | Acc: 66.820% (2908/4352)              
 [===========================>.....................................] 18/40   Step: 414ms | Tot: 7s451ms | Loss: 1.600 | Acc: 66.710% (3074/4608)              
 [=============================>...................................] 19/40   Step: 418ms | Tot: 7s869ms | Loss: 1.600 | Acc: 66.591% (3239/4864)              
 [==============================>..................................] 20/40   Step: 414ms | Tot: 8s284ms | Loss: 1.604 | Acc: 66.562% (3408/5120)              
 [================================>................................] 21/40   Step: 515ms | Tot: 8s799ms | Loss: 1.605 | Acc: 66.611% (3581/5376)              
 [==================================>..............................] 22/40   Step: 414ms | Tot: 9s213ms | Loss: 1.613 | Acc: 66.584% (3750/5632)              
 [===================================>.............................] 23/40   Step: 414ms | Tot: 9s627ms | Loss: 1.619 | Acc: 66.542% (3918/5888)              
 [=====================================>...........................] 24/40   Step: 414ms | Tot: 10s42ms | Loss: 1.621 | Acc: 66.504% (4086/6144)              
 [=======================================>.........................] 25/40   Step: 412ms | Tot: 10s454ms | Loss: 1.623 | Acc: 66.406% (4250/6400)              
 [========================================>........................] 26/40   Step: 519ms | Tot: 10s973ms | Loss: 1.624 | Acc: 66.376% (4418/6656)              
 [==========================================>......................] 27/40   Step: 413ms | Tot: 11s387ms | Loss: 1.626 | Acc: 66.262% (4580/6912)              
 [===========================================>.....................] 28/40   Step: 416ms | Tot: 11s804ms | Loss: 1.618 | Acc: 66.364% (4757/7168)              
 [=============================================>...................] 29/40   Step: 418ms | Tot: 12s222ms | Loss: 1.623 | Acc: 66.379% (4928/7424)              
 [===============================================>.................] 30/40   Step: 412ms | Tot: 12s634ms | Loss: 1.621 | Acc: 66.367% (5097/7680)              
 [================================================>................] 31/40   Step: 420ms | Tot: 13s55ms | Loss: 1.627 | Acc: 66.318% (5263/7936)              
 [==================================================>..............] 32/40   Step: 518ms | Tot: 13s574ms | Loss: 1.629 | Acc: 66.321% (5433/8192)              
 [====================================================>............] 33/40   Step: 415ms | Tot: 13s989ms | Loss: 1.629 | Acc: 66.300% (5601/8448)              
 [=====================================================>...........] 34/40   Step: 430ms | Tot: 14s420ms | Loss: 1.635 | Acc: 66.142% (5757/8704)              
 [=======================================================>.........] 35/40   Step: 409ms | Tot: 14s830ms | Loss: 1.631 | Acc: 66.138% (5926/8960)              
 [========================================================>........] 36/40   Step: 369ms | Tot: 15s199ms | Loss: 1.628 | Acc: 66.189% (6100/9216)              
 [==========================================================>......] 37/40   Step: 471ms | Tot: 15s670ms | Loss: 1.639 | Acc: 66.005% (6252/9472)              
 [============================================================>....] 38/40   Step: 364ms | Tot: 16s34ms | Loss: 1.628 | Acc: 66.149% (6435/9728)              
 [=============================================================>...] 39/40   Step: 364ms | Tot: 16s399ms | Loss: 1.628 | Acc: 66.046% (6594/9984)              
 [===============================================================>.] 40/40   Step: 2s293ms | Tot: 18s693ms | Loss: 1.628 | Acc: 66.060% (6606/10000)
Saving with better validation accuracy model: 66.060..

Epoch: 1
 [>................................................................] 1/47   Step: 2s982ms | Tot: 0ms | Loss: 0.497 | Acc: 88.281% (226/256)              
 [=>...............................................................] 2/47   Step: 1s122ms | Tot: 1s122ms | Loss: 0.541 | Acc: 86.719% (444/512)              
 [==>..............................................................] 3/47   Step: 953ms | Tot: 2s76ms | Loss: 0.499 | Acc: 87.630% (673/768)              
 [====>............................................................] 4/47   Step: 978ms | Tot: 3s54ms | Loss: 0.467 | Acc: 88.379% (905/1024)              
 [=====>...........................................................] 5/47   Step: 967ms | Tot: 4s21ms | Loss: 0.451 | Acc: 88.750% (1136/1280)              
 [======>..........................................................] 6/47   Step: 961ms | Tot: 4s983ms | Loss: 0.442 | Acc: 88.997% (1367/1536)              
 [========>........................................................] 7/47   Step: 1s55ms | Tot: 6s39ms | Loss: 0.475 | Acc: 88.225% (1581/1792)              
 [=========>.......................................................] 8/47   Step: 954ms | Tot: 6s993ms | Loss: 0.463 | Acc: 88.525% (1813/2048)              
 [===========>.....................................................] 9/47   Step: 964ms | Tot: 7s958ms | Loss: 0.466 | Acc: 88.585% (2041/2304)              
 [============>....................................................] 10/47   Step: 952ms | Tot: 8s910ms | Loss: 0.459 | Acc: 88.789% (2273/2560)              
 [=============>...................................................] 11/47   Step: 1s66ms | Tot: 9s977ms | Loss: 0.463 | Acc: 88.707% (2498/2816)              
 [===============>.................................................] 12/47   Step: 953ms | Tot: 10s930ms | Loss: 0.449 | Acc: 88.965% (2733/3072)              
 [================>................................................] 13/47   Step: 950ms | Tot: 11s881ms | Loss: 0.450 | Acc: 89.002% (2962/3328)              
 [=================>...............................................] 14/47   Step: 969ms | Tot: 12s850ms | Loss: 0.452 | Acc: 88.867% (3185/3584)              
 [===================>.............................................] 15/47   Step: 944ms | Tot: 13s794ms | Loss: 0.445 | Acc: 89.115% (3422/3840)              
 [====================>............................................] 16/47   Step: 1s82ms | Tot: 14s877ms | Loss: 0.456 | Acc: 88.892% (3641/4096)              
 [======================>..........................................] 17/47   Step: 944ms | Tot: 15s821ms | Loss: 0.458 | Acc: 89.017% (3874/4352)              
 [=======================>.........................................] 18/47   Step: 943ms | Tot: 16s764ms | Loss: 0.460 | Acc: 89.062% (4104/4608)              
 [========================>........................................] 19/47   Step: 950ms | Tot: 17s715ms | Loss: 0.464 | Acc: 88.980% (4328/4864)              
 [==========================>......................................] 20/47   Step: 942ms | Tot: 18s657ms | Loss: 0.466 | Acc: 88.848% (4549/5120)              
 [===========================>.....................................] 21/47   Step: 1s64ms | Tot: 19s721ms | Loss: 0.470 | Acc: 88.765% (4772/5376)              
 [=============================>...................................] 22/47   Step: 944ms | Tot: 20s666ms | Loss: 0.473 | Acc: 88.672% (4994/5632)              
 [==============================>..................................] 23/47   Step: 943ms | Tot: 21s609ms | Loss: 0.476 | Acc: 88.553% (5214/5888)              
 [===============================>.................................] 24/47   Step: 949ms | Tot: 22s559ms | Loss: 0.476 | Acc: 88.542% (5440/6144)              
 [=================================>...............................] 25/47   Step: 1s61ms | Tot: 23s620ms | Loss: 0.475 | Acc: 88.594% (5670/6400)              
 [==================================>..............................] 26/47   Step: 943ms | Tot: 24s563ms | Loss: 0.474 | Acc: 88.507% (5891/6656)              
 [===================================>.............................] 27/47   Step: 944ms | Tot: 25s508ms | Loss: 0.473 | Acc: 88.455% (6114/6912)              
 [=====================================>...........................] 28/47   Step: 947ms | Tot: 26s455ms | Loss: 0.474 | Acc: 88.491% (6343/7168)              
 [======================================>..........................] 29/47   Step: 945ms | Tot: 27s401ms | Loss: 0.470 | Acc: 88.537% (6573/7424)              
