cifar100 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the wcl selected dataset (by weighted the boundary points).
Now try to run the WCL algorithm, by scaling up boundary sample scores
Scale up the boundary sample scores to 1
Start to select 28000 samples for a fair comparison.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/110   Step: 49s87ms | Tot: 0ms | Loss: 0.122 | Acc: 96.484% (247/256)              
 [>................................................................] 2/110   Step: 2s104ms | Tot: 2s104ms | Loss: 0.164 | Acc: 95.508% (489/512)              
 [=>...............................................................] 3/110   Step: 964ms | Tot: 3s68ms | Loss: 0.206 | Acc: 95.182% (731/768)              
 [=>...............................................................] 4/110   Step: 1s128ms | Tot: 4s197ms | Loss: 0.196 | Acc: 95.117% (974/1024)              
 [==>..............................................................] 5/110   Step: 949ms | Tot: 5s147ms | Loss: 0.195 | Acc: 95.234% (1219/1280)              
 [==>..............................................................] 6/110   Step: 963ms | Tot: 6s111ms | Loss: 0.187 | Acc: 95.378% (1465/1536)              
 [===>.............................................................] 7/110   Step: 946ms | Tot: 7s58ms | Loss: 0.184 | Acc: 95.647% (1714/1792)              
 [====>............................................................] 8/110   Step: 948ms | Tot: 8s6ms | Loss: 0.185 | Acc: 95.752% (1961/2048)              
 [====>............................................................] 9/110   Step: 1s53ms | Tot: 9s59ms | Loss: 0.181 | Acc: 95.877% (2209/2304)              
 [=====>...........................................................] 10/110   Step: 949ms | Tot: 10s9ms | Loss: 0.186 | Acc: 95.703% (2450/2560)              
 [=====>...........................................................] 11/110   Step: 948ms | Tot: 10s957ms | Loss: 0.182 | Acc: 95.810% (2698/2816)              
 [======>..........................................................] 12/110   Step: 948ms | Tot: 11s905ms | Loss: 0.178 | Acc: 95.866% (2945/3072)              
 [=======>.........................................................] 13/110   Step: 1s59ms | Tot: 12s965ms | Loss: 0.177 | Acc: 95.883% (3191/3328)              
 [=======>.........................................................] 14/110   Step: 950ms | Tot: 13s916ms | Loss: 0.179 | Acc: 95.871% (3436/3584)              
 [========>........................................................] 15/110   Step: 961ms | Tot: 14s877ms | Loss: 0.185 | Acc: 95.781% (3678/3840)              
 [========>........................................................] 16/110   Step: 956ms | Tot: 15s834ms | Loss: 0.181 | Acc: 95.825% (3925/4096)              
 [=========>.......................................................] 17/110   Step: 953ms | Tot: 16s787ms | Loss: 0.177 | Acc: 95.956% (4176/4352)              
 [==========>......................................................] 18/110   Step: 1s59ms | Tot: 17s846ms | Loss: 0.182 | Acc: 95.855% (4417/4608)              
 [==========>......................................................] 19/110   Step: 947ms | Tot: 18s793ms | Loss: 0.178 | Acc: 95.909% (4665/4864)              
 [===========>.....................................................] 20/110   Step: 951ms | Tot: 19s745ms | Loss: 0.180 | Acc: 95.781% (4904/5120)              
 [===========>.....................................................] 21/110   Step: 956ms | Tot: 20s701ms | Loss: 0.182 | Acc: 95.722% (5146/5376)              
 [============>....................................................] 22/110   Step: 1s69ms | Tot: 21s771ms | Loss: 0.179 | Acc: 95.792% (5395/5632)              
 [=============>...................................................] 23/110   Step: 951ms | Tot: 22s722ms | Loss: 0.179 | Acc: 95.839% (5643/5888)              
 [=============>...................................................] 24/110   Step: 954ms | Tot: 23s677ms | Loss: 0.175 | Acc: 95.931% (5894/6144)              
 [==============>..................................................] 25/110   Step: 974ms | Tot: 24s651ms | Loss: 0.175 | Acc: 95.922% (6139/6400)              
 [==============>..................................................] 26/110   Step: 960ms | Tot: 25s611ms | Loss: 0.175 | Acc: 95.898% (6383/6656)              
 [===============>.................................................] 27/110   Step: 1s100ms | Tot: 26s711ms | Loss: 0.173 | Acc: 95.935% (6631/6912)              
 [===============>.................................................] 28/110   Step: 949ms | Tot: 27s660ms | Loss: 0.172 | Acc: 95.912% (6875/7168)              
 [================>................................................] 29/110   Step: 954ms | Tot: 28s615ms | Loss: 0.171 | Acc: 95.959% (7124/7424)              
 [=================>...............................................] 30/110   Step: 949ms | Tot: 29s564ms | Loss: 0.170 | Acc: 95.951% (7369/7680)              
 [=================>...............................................] 31/110   Step: 956ms | Tot: 30s521ms | Loss: 0.170 | Acc: 95.968% (7616/7936)              
 [==================>..............................................] 32/110   Step: 1s53ms | Tot: 31s574ms | Loss: 0.175 | Acc: 95.837% (7851/8192)              
 [==================>..............................................] 33/110   Step: 952ms | Tot: 32s527ms | Loss: 0.175 | Acc: 95.845% (8097/8448)              
 [===================>.............................................] 34/110   Step: 948ms | Tot: 33s475ms | Loss: 0.173 | Acc: 95.852% (8343/8704)              
 [====================>............................................] 35/110   Step: 955ms | Tot: 34s431ms | Loss: 0.178 | Acc: 95.759% (8580/8960)              
 [====================>............................................] 36/110   Step: 1s61ms | Tot: 35s493ms | Loss: 0.178 | Acc: 95.768% (8826/9216)              
 [=====================>...........................................] 37/110   Step: 950ms | Tot: 36s443ms | Loss: 0.177 | Acc: 95.798% (9074/9472)              
 [=====================>...........................................] 38/110   Step: 942ms | Tot: 37s386ms | Loss: 0.176 | Acc: 95.816% (9321/9728)              
 [======================>..........................................] 39/110   Step: 957ms | Tot: 38s343ms | Loss: 0.176 | Acc: 95.793% (9564/9984)              
 [=======================>.........................................] 40/110   Step: 955ms | Tot: 39s298ms | Loss: 0.177 | Acc: 95.762% (9806/10240)              
 [=======================>.........................................] 41/110   Step: 1s60ms | Tot: 40s358ms | Loss: 0.179 | Acc: 95.722% (10047/10496)              
 [========================>........................................] 42/110   Step: 954ms | Tot: 41s313ms | Loss: 0.180 | Acc: 95.712% (10291/10752)              
 [========================>........................................] 43/110   Step: 951ms | Tot: 42s265ms | Loss: 0.181 | Acc: 95.685% (10533/11008)              
 [=========================>.......................................] 44/110   Step: 953ms | Tot: 43s218ms | Loss: 0.181 | Acc: 95.694% (10779/11264)              
 [==========================>......................................] 45/110   Step: 1s98ms | Tot: 44s317ms | Loss: 0.181 | Acc: 95.712% (11026/11520)              
 [==========================>......................................] 46/110   Step: 959ms | Tot: 45s277ms | Loss: 0.180 | Acc: 95.729% (11273/11776)              
 [===========================>.....................................] 47/110   Step: 953ms | Tot: 46s230ms | Loss: 0.182 | Acc: 95.720% (11517/12032)              
 [===========================>.....................................] 48/110   Step: 945ms | Tot: 47s176ms | Loss: 0.180 | Acc: 95.768% (11768/12288)              
 [============================>....................................] 49/110   Step: 948ms | Tot: 48s125ms | Loss: 0.180 | Acc: 95.775% (12014/12544)              
 [============================>....................................] 50/110   Step: 1s65ms | Tot: 49s191ms | Loss: 0.178 | Acc: 95.820% (12265/12800)              
 [=============================>...................................] 51/110   Step: 952ms | Tot: 50s143ms | Loss: 0.179 | Acc: 95.787% (12506/13056)              
 [==============================>..................................] 52/110   Step: 954ms | Tot: 51s97ms | Loss: 0.181 | Acc: 95.733% (12744/13312)              
 [==============================>..................................] 53/110   Step: 945ms | Tot: 52s43ms | Loss: 0.180 | Acc: 95.777% (12995/13568)              
 [===============================>.................................] 54/110   Step: 1s55ms | Tot: 53s98ms | Loss: 0.181 | Acc: 95.775% (13240/13824)              
 [===============================>.................................] 55/110   Step: 951ms | Tot: 54s49ms | Loss: 0.181 | Acc: 95.753% (13482/14080)              
 [================================>................................] 56/110   Step: 952ms | Tot: 55s1ms | Loss: 0.181 | Acc: 95.759% (13728/14336)              
 [=================================>...............................] 57/110   Step: 955ms | Tot: 55s957ms | Loss: 0.182 | Acc: 95.737% (13970/14592)              
 [=================================>...............................] 58/110   Step: 952ms | Tot: 56s909ms | Loss: 0.184 | Acc: 95.723% (14213/14848)              
 [==================================>..............................] 59/110   Step: 1s57ms | Tot: 57s966ms | Loss: 0.184 | Acc: 95.703% (14455/15104)              
 [==================================>..............................] 60/110   Step: 952ms | Tot: 58s919ms | Loss: 0.184 | Acc: 95.716% (14702/15360)              
 [===================================>.............................] 61/110   Step: 954ms | Tot: 59s873ms | Loss: 0.184 | Acc: 95.722% (14948/15616)              
 [====================================>............................] 62/110   Step: 952ms | Tot: 1m825ms | Loss: 0.183 | Acc: 95.709% (15191/15872)              
 [====================================>............................] 63/110   Step: 946ms | Tot: 1m1s | Loss: 0.184 | Acc: 95.703% (15435/16128)              
 [=====================================>...........................] 64/110   Step: 1s52ms | Tot: 1m2s | Loss: 0.185 | Acc: 95.667% (15674/16384)              
 [=====================================>...........................] 65/110   Step: 948ms | Tot: 1m3s | Loss: 0.185 | Acc: 95.661% (15918/16640)              
 [======================================>..........................] 66/110   Step: 955ms | Tot: 1m4s | Loss: 0.185 | Acc: 95.644% (16160/16896)              
 [=======================================>.........................] 67/110   Step: 953ms | Tot: 1m5s | Loss: 0.186 | Acc: 95.627% (16402/17152)              
 [=======================================>.........................] 68/110   Step: 1s54ms | Tot: 1m6s | Loss: 0.186 | Acc: 95.623% (16646/17408)              
 [========================================>........................] 69/110   Step: 953ms | Tot: 1m7s | Loss: 0.187 | Acc: 95.618% (16890/17664)              
 [========================================>........................] 70/110   Step: 961ms | Tot: 1m8s | Loss: 0.188 | Acc: 95.580% (17128/17920)              
 [=========================================>.......................] 71/110   Step: 948ms | Tot: 1m9s | Loss: 0.188 | Acc: 95.593% (17375/18176)              
 [=========================================>.......................] 72/110   Step: 949ms | Tot: 1m10s | Loss: 0.187 | Acc: 95.611% (17623/18432)              
 [==========================================>......................] 73/110   Step: 1s51ms | Tot: 1m11s | Loss: 0.187 | Acc: 95.612% (17868/18688)              
 [===========================================>.....................] 74/110   Step: 947ms | Tot: 1m12s | Loss: 0.187 | Acc: 95.603% (18111/18944)              
 [===========================================>.....................] 75/110   Step: 945ms | Tot: 1m13s | Loss: 0.187 | Acc: 95.609% (18357/19200)              
 [============================================>....................] 76/110   Step: 960ms | Tot: 1m14s | Loss: 0.189 | Acc: 95.575% (18595/19456)              
 [============================================>....................] 77/110   Step: 957ms | Tot: 1m15s | Loss: 0.189 | Acc: 95.566% (18838/19712)              
 [=============================================>...................] 78/110   Step: 1s89ms | Tot: 1m16s | Loss: 0.189 | Acc: 95.543% (19078/19968)              
 [==============================================>..................] 79/110   Step: 951ms | Tot: 1m17s | Loss: 0.189 | Acc: 95.540% (19322/20224)              
 [==============================================>..................] 80/110   Step: 953ms | Tot: 1m18s | Loss: 0.189 | Acc: 95.542% (19567/20480)              
 [===============================================>.................] 81/110   Step: 947ms | Tot: 1m19s | Loss: 0.190 | Acc: 95.515% (19806/20736)              
 [===============================================>.................] 82/110   Step: 948ms | Tot: 1m20s | Loss: 0.190 | Acc: 95.503% (20048/20992)              
 [================================================>................] 83/110   Step: 1s62ms | Tot: 1m21s | Loss: 0.191 | Acc: 95.487% (20289/21248)              
 [=================================================>...............] 84/110   Step: 947ms | Tot: 1m22s | Loss: 0.191 | Acc: 95.485% (20533/21504)              
 [=================================================>...............] 85/110   Step: 953ms | Tot: 1m23s | Loss: 0.190 | Acc: 95.496% (20780/21760)              
 [==================================================>..............] 86/110   Step: 955ms | Tot: 1m24s | Loss: 0.191 | Acc: 95.494% (21024/22016)              
 [==================================================>..............] 87/110   Step: 951ms | Tot: 1m25s | Loss: 0.190 | Acc: 95.506% (21271/22272)              
 [===================================================>.............] 88/110   Step: 1s77ms | Tot: 1m26s | Loss: 0.190 | Acc: 95.503% (21515/22528)              
 [====================================================>............] 89/110   Step: 946ms | Tot: 1m27s | Loss: 0.190 | Acc: 95.514% (21762/22784)              
 [====================================================>............] 90/110   Step: 948ms | Tot: 1m28s | Loss: 0.189 | Acc: 95.525% (22009/23040)              
 [=====================================================>...........] 91/110   Step: 951ms | Tot: 1m29s | Loss: 0.188 | Acc: 95.553% (22260/23296)              
 [=====================================================>...........] 92/110   Step: 948ms | Tot: 1m30s | Loss: 0.188 | Acc: 95.555% (22505/23552)              
 [======================================================>..........] 93/110   Step: 1s53ms | Tot: 1m31s | Loss: 0.188 | Acc: 95.565% (22752/23808)              
 [======================================================>..........] 94/110   Step: 955ms | Tot: 1m32s | Loss: 0.187 | Acc: 95.578% (23000/24064)              
 [=======================================================>.........] 95/110   Step: 953ms | Tot: 1m33s | Loss: 0.187 | Acc: 95.580% (23245/24320)              
 [========================================================>........] 96/110   Step: 948ms | Tot: 1m33s | Loss: 0.188 | Acc: 95.569% (23487/24576)              
 [========================================================>........] 97/110   Step: 1s65ms | Tot: 1m35s | Loss: 0.187 | Acc: 95.582% (23735/24832)              
 [=========================================================>.......] 98/110   Step: 954ms | Tot: 1m35s | Loss: 0.188 | Acc: 95.568% (23976/25088)              
 [=========================================================>.......] 99/110   Step: 949ms | Tot: 1m36s | Loss: 0.189 | Acc: 95.553% (24217/25344)              
 [==========================================================>......] 100/110   Step: 944ms | Tot: 1m37s | Loss: 0.189 | Acc: 95.551% (24461/25600)              
 [===========================================================>.....] 101/110   Step: 951ms | Tot: 1m38s | Loss: 0.188 | Acc: 95.564% (24709/25856)              
 [===========================================================>.....] 102/110   Step: 1s53ms | Tot: 1m39s | Loss: 0.188 | Acc: 95.584% (24959/26112)              
 [============================================================>....] 103/110   Step: 949ms | Tot: 1m40s | Loss: 0.188 | Acc: 95.574% (25201/26368)              
 [============================================================>....] 104/110   Step: 946ms | Tot: 1m41s | Loss: 0.188 | Acc: 95.575% (25446/26624)              
 [=============================================================>...] 105/110   Step: 951ms | Tot: 1m42s | Loss: 0.187 | Acc: 95.580% (25692/26880)              
 [==============================================================>..] 106/110   Step: 978ms | Tot: 1m43s | Loss: 0.188 | Acc: 95.578% (25936/27136)              
 [==============================================================>..] 107/110   Step: 846ms | Tot: 1m44s | Loss: 0.188 | Acc: 95.572% (26179/27392)              
 [===============================================================>.] 108/110   Step: 838ms | Tot: 1m45s | Loss: 0.188 | Acc: 95.566% (26422/27648)              
 [===============================================================>.] 109/110   Step: 850ms | Tot: 1m46s | Loss: 0.188 | Acc: 95.567% (26667/27904)              
 [================================================================>] 110/110   Step: 7s706ms | Tot: 1m53s | Loss: 0.189 | Acc: 95.557% (26756/28000)
 [>................................................................] 1/40   Step: 1s383ms | Tot: 0ms | Loss: 1.157 | Acc: 73.047% (187/256)              
 [=>...............................................................] 2/40   Step: 435ms | Tot: 435ms | Loss: 1.114 | Acc: 74.609% (382/512)              
 [===>.............................................................] 3/40   Step: 427ms | Tot: 863ms | Loss: 1.176 | Acc: 72.917% (560/768)              
 [====>............................................................] 4/40   Step: 420ms | Tot: 1s283ms | Loss: 1.168 | Acc: 72.852% (746/1024)              
 [======>..........................................................] 5/40   Step: 416ms | Tot: 1s699ms | Loss: 1.186 | Acc: 72.500% (928/1280)              
 [========>........................................................] 6/40   Step: 416ms | Tot: 2s116ms | Loss: 1.184 | Acc: 72.591% (1115/1536)              
 [=========>.......................................................] 7/40   Step: 520ms | Tot: 2s637ms | Loss: 1.219 | Acc: 72.098% (1292/1792)              
 [===========>.....................................................] 8/40   Step: 413ms | Tot: 3s51ms | Loss: 1.226 | Acc: 71.484% (1464/2048)              
