cifar100 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the wcl selected dataset (by weighted the boundary points).
load parameters
Now try to run the WCL algorithm, by scaling up boundary sample scores
Scale up the boundary sample scores to 1
Start to select 20000 samples for a fair comparison.
Use multiple GPU to train the network.
Use 100 epochs

Epoch: 0
 [>................................................................] 1/79   Step: 49s281ms | Tot: 0ms | Loss: 1.001 | Acc: 77.344% (198/256)              
 [>................................................................] 2/79   Step: 2s5ms | Tot: 2s5ms | Loss: 0.979 | Acc: 78.320% (401/512)              
 [=>...............................................................] 3/79   Step: 978ms | Tot: 2s983ms | Loss: 0.904 | Acc: 78.646% (604/768)              
 [==>..............................................................] 4/79   Step: 1s161ms | Tot: 4s144ms | Loss: 0.881 | Acc: 78.613% (805/1024)              
 [===>.............................................................] 5/79   Step: 965ms | Tot: 5s110ms | Loss: 0.892 | Acc: 77.969% (998/1280)              
 [====>............................................................] 6/79   Step: 965ms | Tot: 6s76ms | Loss: 0.889 | Acc: 78.125% (1200/1536)              
 [====>............................................................] 7/79   Step: 968ms | Tot: 7s44ms | Loss: 0.866 | Acc: 78.516% (1407/1792)              
 [=====>...........................................................] 8/79   Step: 965ms | Tot: 8s10ms | Loss: 0.886 | Acc: 78.076% (1599/2048)              
 [======>..........................................................] 9/79   Step: 1s70ms | Tot: 9s80ms | Loss: 0.901 | Acc: 78.082% (1799/2304)              
 [=======>.........................................................] 10/79   Step: 966ms | Tot: 10s46ms | Loss: 0.878 | Acc: 78.438% (2008/2560)              
 [========>........................................................] 11/79   Step: 966ms | Tot: 11s12ms | Loss: 0.869 | Acc: 78.729% (2217/2816)              
 [=========>.......................................................] 12/79   Step: 978ms | Tot: 11s991ms | Loss: 0.865 | Acc: 78.776% (2420/3072)              
 [=========>.......................................................] 13/79   Step: 1s73ms | Tot: 13s64ms | Loss: 0.856 | Acc: 78.966% (2628/3328)              
 [==========>......................................................] 14/79   Step: 964ms | Tot: 14s29ms | Loss: 0.859 | Acc: 78.934% (2829/3584)              
 [===========>.....................................................] 15/79   Step: 965ms | Tot: 14s994ms | Loss: 0.846 | Acc: 79.271% (3044/3840)              
 [============>....................................................] 16/79   Step: 968ms | Tot: 15s963ms | Loss: 0.840 | Acc: 79.346% (3250/4096)              
 [=============>...................................................] 17/79   Step: 965ms | Tot: 16s928ms | Loss: 0.849 | Acc: 79.113% (3443/4352)              
 [=============>...................................................] 18/79   Step: 1s82ms | Tot: 18s10ms | Loss: 0.846 | Acc: 79.275% (3653/4608)              
 [==============>..................................................] 19/79   Step: 963ms | Tot: 18s973ms | Loss: 0.845 | Acc: 79.400% (3862/4864)              
 [===============>.................................................] 20/79   Step: 965ms | Tot: 19s939ms | Loss: 0.842 | Acc: 79.453% (4068/5120)              
 [================>................................................] 21/79   Step: 968ms | Tot: 20s907ms | Loss: 0.837 | Acc: 79.539% (4276/5376)              
 [=================>...............................................] 22/79   Step: 996ms | Tot: 21s903ms | Loss: 0.835 | Acc: 79.759% (4492/5632)              
 [==================>..............................................] 23/79   Step: 1s70ms | Tot: 22s973ms | Loss: 0.827 | Acc: 79.908% (4705/5888)              
 [==================>..............................................] 24/79   Step: 965ms | Tot: 23s939ms | Loss: 0.834 | Acc: 79.769% (4901/6144)              
 [===================>.............................................] 25/79   Step: 965ms | Tot: 24s904ms | Loss: 0.834 | Acc: 79.812% (5108/6400)              
 [====================>............................................] 26/79   Step: 966ms | Tot: 25s870ms | Loss: 0.826 | Acc: 79.883% (5317/6656)              
 [=====================>...........................................] 27/79   Step: 1s100ms | Tot: 26s971ms | Loss: 0.817 | Acc: 80.078% (5535/6912)              
 [======================>..........................................] 28/79   Step: 970ms | Tot: 27s942ms | Loss: 0.821 | Acc: 80.092% (5741/7168)              
 [=======================>.........................................] 29/79   Step: 964ms | Tot: 28s906ms | Loss: 0.816 | Acc: 80.159% (5951/7424)              
 [=======================>.........................................] 30/79   Step: 969ms | Tot: 29s876ms | Loss: 0.811 | Acc: 80.260% (6164/7680)              
 [========================>........................................] 31/79   Step: 970ms | Tot: 30s847ms | Loss: 0.803 | Acc: 80.406% (6381/7936)              
 [=========================>.......................................] 32/79   Step: 1s95ms | Tot: 31s943ms | Loss: 0.800 | Acc: 80.444% (6590/8192)              
 [==========================>......................................] 33/79   Step: 963ms | Tot: 32s906ms | Loss: 0.793 | Acc: 80.611% (6810/8448)              
