cifar100 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the cl selected dataset.
load parameters
------------------ Start to select subsets ------------------
Selected 50 percent training data.
Use multiple GPU to train the network.
Use 100 epochs

Epoch: 0
 [>................................................................] 1/79   Step: 1m47s | Tot: 0ms | Loss: 0.299 | Acc: 91.797% (235/256)              
 [>................................................................] 2/79   Step: 1s984ms | Tot: 1s984ms | Loss: 0.275 | Acc: 92.773% (475/512)              
 [=>...............................................................] 3/79   Step: 992ms | Tot: 2s976ms | Loss: 0.277 | Acc: 93.229% (716/768)              
 [==>..............................................................] 4/79   Step: 1s129ms | Tot: 4s105ms | Loss: 0.273 | Acc: 93.555% (958/1024)              
 [===>.............................................................] 5/79   Step: 959ms | Tot: 5s64ms | Loss: 0.262 | Acc: 93.750% (1200/1280)              
 [====>............................................................] 6/79   Step: 968ms | Tot: 6s33ms | Loss: 0.275 | Acc: 93.229% (1432/1536)              
 [====>............................................................] 7/79   Step: 962ms | Tot: 6s995ms | Loss: 0.276 | Acc: 93.304% (1672/1792)              
 [=====>...........................................................] 8/79   Step: 962ms | Tot: 7s958ms | Loss: 0.300 | Acc: 92.920% (1903/2048)              
 [======>..........................................................] 9/79   Step: 1s59ms | Tot: 9s18ms | Loss: 0.309 | Acc: 92.708% (2136/2304)              
 [=======>.........................................................] 10/79   Step: 963ms | Tot: 9s982ms | Loss: 0.312 | Acc: 92.734% (2374/2560)              
 [========>........................................................] 11/79   Step: 959ms | Tot: 10s941ms | Loss: 0.311 | Acc: 92.720% (2611/2816)              
 [=========>.......................................................] 12/79   Step: 961ms | Tot: 11s902ms | Loss: 0.311 | Acc: 92.806% (2851/3072)              
 [=========>.......................................................] 13/79   Step: 1s88ms | Tot: 12s990ms | Loss: 0.307 | Acc: 92.849% (3090/3328)              
 [==========>......................................................] 14/79   Step: 975ms | Tot: 13s966ms | Loss: 0.304 | Acc: 92.941% (3331/3584)              
 [===========>.....................................................] 15/79   Step: 961ms | Tot: 14s928ms | Loss: 0.303 | Acc: 92.969% (3570/3840)              
 [============>....................................................] 16/79   Step: 968ms | Tot: 15s897ms | Loss: 0.308 | Acc: 92.773% (3800/4096)              
 [=============>...................................................] 17/79   Step: 976ms | Tot: 16s873ms | Loss: 0.304 | Acc: 92.831% (4040/4352)              
 [=============>...................................................] 18/79   Step: 1s75ms | Tot: 17s949ms | Loss: 0.300 | Acc: 92.969% (4284/4608)              
 [==============>..................................................] 19/79   Step: 967ms | Tot: 18s916ms | Loss: 0.302 | Acc: 92.928% (4520/4864)              
 [===============>.................................................] 20/79   Step: 962ms | Tot: 19s879ms | Loss: 0.313 | Acc: 92.715% (4747/5120)              
 [================>................................................] 21/79   Step: 964ms | Tot: 20s844ms | Loss: 0.312 | Acc: 92.783% (4988/5376)              
 [=================>...............................................] 22/79   Step: 1s98ms | Tot: 21s942ms | Loss: 0.308 | Acc: 92.809% (5227/5632)              
 [==================>..............................................] 23/79   Step: 975ms | Tot: 22s917ms | Loss: 0.303 | Acc: 92.918% (5471/5888)              
 [==================>..............................................] 24/79   Step: 965ms | Tot: 23s883ms | Loss: 0.299 | Acc: 93.001% (5714/6144)              
 [===================>.............................................] 25/79   Step: 969ms | Tot: 24s853ms | Loss: 0.296 | Acc: 93.078% (5957/6400)              
 [====================>............................................] 26/79   Step: 962ms | Tot: 25s815ms | Loss: 0.294 | Acc: 93.134% (6199/6656)              
 [=====================>...........................................] 27/79   Step: 1s76ms | Tot: 26s892ms | Loss: 0.295 | Acc: 93.157% (6439/6912)              
 [======================>..........................................] 28/79   Step: 958ms | Tot: 27s851ms | Loss: 0.296 | Acc: 93.094% (6673/7168)              
 [=======================>.........................................] 29/79   Step: 960ms | Tot: 28s811ms | Loss: 0.295 | Acc: 93.117% (6913/7424)              
 [=======================>.........................................] 30/79   Step: 966ms | Tot: 29s778ms | Loss: 0.293 | Acc: 93.177% (7156/7680)              
 [========================>........................................] 31/79   Step: 963ms | Tot: 30s742ms | Loss: 0.292 | Acc: 93.233% (7399/7936)              
 [=========================>.......................................] 32/79   Step: 1s65ms | Tot: 31s807ms | Loss: 0.294 | Acc: 93.201% (7635/8192)              
 [==========================>......................................] 33/79   Step: 968ms | Tot: 32s775ms | Loss: 0.293 | Acc: 93.253% (7878/8448)              
 [===========================>.....................................] 34/79   Step: 993ms | Tot: 33s768ms | Loss: 0.294 | Acc: 93.244% (8116/8704)              
 [===========================>.....................................] 35/79   Step: 963ms | Tot: 34s732ms | Loss: 0.295 | Acc: 93.237% (8354/8960)              
 [============================>....................................] 36/79   Step: 973ms | Tot: 35s705ms | Loss: 0.296 | Acc: 93.229% (8592/9216)              
 [=============================>...................................] 37/79   Step: 1s94ms | Tot: 36s799ms | Loss: 0.296 | Acc: 93.180% (8826/9472)              
 [==============================>..................................] 38/79   Step: 958ms | Tot: 37s757ms | Loss: 0.294 | Acc: 93.205% (9067/9728)              
 [===============================>.................................] 39/79   Step: 959ms | Tot: 38s716ms | Loss: 0.298 | Acc: 93.169% (9302/9984)              
 [================================>................................] 40/79   Step: 963ms | Tot: 39s680ms | Loss: 0.296 | Acc: 93.203% (9544/10240)              
 [================================>................................] 41/79   Step: 1s77ms | Tot: 40s758ms | Loss: 0.296 | Acc: 93.178% (9780/10496)              
 [=================================>...............................] 42/79   Step: 968ms | Tot: 41s726ms | Loss: 0.296 | Acc: 93.164% (10017/10752)              
 [==================================>..............................] 43/79   Step: 964ms | Tot: 42s691ms | Loss: 0.293 | Acc: 93.223% (10262/11008)              
 [===================================>.............................] 44/79   Step: 978ms | Tot: 43s669ms | Loss: 0.294 | Acc: 93.191% (10497/11264)              
 [====================================>............................] 45/79   Step: 961ms | Tot: 44s631ms | Loss: 0.294 | Acc: 93.229% (10740/11520)              
 [=====================================>...........................] 46/79   Step: 1s75ms | Tot: 45s706ms | Loss: 0.294 | Acc: 93.198% (10975/11776)              
 [=====================================>...........................] 47/79   Step: 972ms | Tot: 46s679ms | Loss: 0.293 | Acc: 93.235% (11218/12032)              
 [======================================>..........................] 48/79   Step: 961ms | Tot: 47s640ms | Loss: 0.293 | Acc: 93.245% (11458/12288)              
 [=======================================>.........................] 49/79   Step: 963ms | Tot: 48s604ms | Loss: 0.292 | Acc: 93.272% (11700/12544)              
 [========================================>........................] 50/79   Step: 958ms | Tot: 49s563ms | Loss: 0.293 | Acc: 93.258% (11937/12800)              
 [=========================================>.......................] 51/79   Step: 1s57ms | Tot: 50s620ms | Loss: 0.294 | Acc: 93.260% (12176/13056)              
 [=========================================>.......................] 52/79   Step: 960ms | Tot: 51s581ms | Loss: 0.295 | Acc: 93.217% (12409/13312)              
 [==========================================>......................] 53/79   Step: 963ms | Tot: 52s544ms | Loss: 0.294 | Acc: 93.219% (12648/13568)              
 [===========================================>.....................] 54/79   Step: 979ms | Tot: 53s524ms | Loss: 0.294 | Acc: 93.207% (12885/13824)              
 [============================================>....................] 55/79   Step: 1s70ms | Tot: 54s594ms | Loss: 0.295 | Acc: 93.210% (13124/14080)              
 [=============================================>...................] 56/79   Step: 968ms | Tot: 55s563ms | Loss: 0.293 | Acc: 93.255% (13369/14336)              
 [==============================================>..................] 57/79   Step: 956ms | Tot: 56s520ms | Loss: 0.293 | Acc: 93.277% (13611/14592)              
 [==============================================>..................] 58/79   Step: 960ms | Tot: 57s480ms | Loss: 0.292 | Acc: 93.312% (13855/14848)              
 [===============================================>.................] 59/79   Step: 970ms | Tot: 58s451ms | Loss: 0.294 | Acc: 93.260% (14086/15104)              
 [================================================>................] 60/79   Step: 1s72ms | Tot: 59s523ms | Loss: 0.293 | Acc: 93.255% (14324/15360)              
 [=================================================>...............] 61/79   Step: 964ms | Tot: 1m488ms | Loss: 0.295 | Acc: 93.238% (14560/15616)              
 [==================================================>..............] 62/79   Step: 958ms | Tot: 1m1s | Loss: 0.293 | Acc: 93.290% (14807/15872)              
