cifar100 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the wcl selected dataset (by weighted the boundary points).
load parameters
Now try to run the WCL algorithm, by scaling up boundary sample scores
Scale up the boundary sample scores to 1
Start to select 28000 samples for a fair comparison at each subset.
Selected 28000 samples from all the classes
Use multiple GPU to train the network.
Use 100 epochs

Epoch: 0
 [>................................................................] 1/110   Step: 43s272ms | Tot: 0ms | Loss: 0.922 | Acc: 76.953% (197/256)              
 [>................................................................] 2/110   Step: 1s942ms | Tot: 1s942ms | Loss: 0.917 | Acc: 76.758% (393/512)              
 [=>...............................................................] 3/110   Step: 983ms | Tot: 2s925ms | Loss: 0.904 | Acc: 76.823% (590/768)              
 [=>...............................................................] 4/110   Step: 1s154ms | Tot: 4s80ms | Loss: 0.879 | Acc: 77.441% (793/1024)              
 [==>..............................................................] 5/110   Step: 958ms | Tot: 5s38ms | Loss: 0.912 | Acc: 76.875% (984/1280)              
 [==>..............................................................] 6/110   Step: 956ms | Tot: 5s994ms | Loss: 0.889 | Acc: 77.669% (1193/1536)              
 [===>.............................................................] 7/110   Step: 957ms | Tot: 6s952ms | Loss: 0.869 | Acc: 77.846% (1395/1792)              
 [====>............................................................] 8/110   Step: 957ms | Tot: 7s909ms | Loss: 0.867 | Acc: 77.783% (1593/2048)              
 [====>............................................................] 9/110   Step: 1s61ms | Tot: 8s970ms | Loss: 0.866 | Acc: 77.995% (1797/2304)              
 [=====>...........................................................] 10/110   Step: 956ms | Tot: 9s927ms | Loss: 0.859 | Acc: 78.320% (2005/2560)              
 [=====>...........................................................] 11/110   Step: 963ms | Tot: 10s890ms | Loss: 0.841 | Acc: 78.871% (2221/2816)              
 [======>..........................................................] 12/110   Step: 956ms | Tot: 11s847ms | Loss: 0.837 | Acc: 78.906% (2424/3072)              
 [=======>.........................................................] 13/110   Step: 1s84ms | Tot: 12s932ms | Loss: 0.828 | Acc: 79.267% (2638/3328)              
 [=======>.........................................................] 14/110   Step: 958ms | Tot: 13s890ms | Loss: 0.828 | Acc: 79.353% (2844/3584)              
 [========>........................................................] 15/110   Step: 952ms | Tot: 14s843ms | Loss: 0.829 | Acc: 79.219% (3042/3840)              
 [========>........................................................] 16/110   Step: 956ms | Tot: 15s799ms | Loss: 0.824 | Acc: 79.370% (3251/4096)              
 [=========>.......................................................] 17/110   Step: 956ms | Tot: 16s755ms | Loss: 0.822 | Acc: 79.458% (3458/4352)              
 [==========>......................................................] 18/110   Step: 1s61ms | Tot: 17s817ms | Loss: 0.817 | Acc: 79.470% (3662/4608)              
 [==========>......................................................] 19/110   Step: 952ms | Tot: 18s770ms | Loss: 0.812 | Acc: 79.523% (3868/4864)              
 [===========>.....................................................] 20/110   Step: 955ms | Tot: 19s725ms | Loss: 0.808 | Acc: 79.609% (4076/5120)              
 [===========>.....................................................] 21/110   Step: 958ms | Tot: 20s684ms | Loss: 0.803 | Acc: 79.688% (4284/5376)              
 [============>....................................................] 22/110   Step: 1s68ms | Tot: 21s752ms | Loss: 0.796 | Acc: 79.865% (4498/5632)              
 [=============>...................................................] 23/110   Step: 972ms | Tot: 22s725ms | Loss: 0.802 | Acc: 79.755% (4696/5888)              
 [=============>...................................................] 24/110   Step: 970ms | Tot: 23s695ms | Loss: 0.797 | Acc: 79.899% (4909/6144)              
 [==============>..................................................] 25/110   Step: 961ms | Tot: 24s657ms | Loss: 0.794 | Acc: 80.062% (5124/6400)              
 [==============>..................................................] 26/110   Step: 959ms | Tot: 25s617ms | Loss: 0.785 | Acc: 80.213% (5339/6656)              
 [===============>.................................................] 27/110   Step: 1s102ms | Tot: 26s719ms | Loss: 0.780 | Acc: 80.454% (5561/6912)              
 [===============>.................................................] 28/110   Step: 956ms | Tot: 27s676ms | Loss: 0.779 | Acc: 80.511% (5771/7168)              
 [================>................................................] 29/110   Step: 959ms | Tot: 28s636ms | Loss: 0.780 | Acc: 80.442% (5972/7424)              
 [=================>...............................................] 30/110   Step: 958ms | Tot: 29s594ms | Loss: 0.776 | Acc: 80.573% (6188/7680)              
 [=================>...............................................] 31/110   Step: 957ms | Tot: 30s551ms | Loss: 0.772 | Acc: 80.658% (6401/7936)              
 [==================>..............................................] 32/110   Step: 1s72ms | Tot: 31s624ms | Loss: 0.765 | Acc: 80.786% (6618/8192)              
 [==================>..............................................] 33/110   Step: 975ms | Tot: 32s600ms | Loss: 0.759 | Acc: 80.966% (6840/8448)              
 [===================>.............................................] 34/110   Step: 954ms | Tot: 33s555ms | Loss: 0.761 | Acc: 80.882% (7040/8704)              
 [====================>............................................] 35/110   Step: 956ms | Tot: 34s511ms | Loss: 0.757 | Acc: 80.938% (7252/8960)              
 [====================>............................................] 36/110   Step: 1s61ms | Tot: 35s572ms | Loss: 0.754 | Acc: 81.076% (7472/9216)              
 [=====================>...........................................] 37/110   Step: 954ms | Tot: 36s526ms | Loss: 0.755 | Acc: 81.081% (7680/9472)              
 [=====================>...........................................] 38/110   Step: 963ms | Tot: 37s490ms | Loss: 0.753 | Acc: 81.137% (7893/9728)              
 [======================>..........................................] 39/110   Step: 960ms | Tot: 38s451ms | Loss: 0.758 | Acc: 81.060% (8093/9984)              
 [=======================>.........................................] 40/110   Step: 957ms | Tot: 39s408ms | Loss: 0.754 | Acc: 81.182% (8313/10240)              
 [=======================>.........................................] 41/110   Step: 1s65ms | Tot: 40s474ms | Loss: 0.749 | Acc: 81.260% (8529/10496)              
 [========================>........................................] 42/110   Step: 964ms | Tot: 41s439ms | Loss: 0.748 | Acc: 81.269% (8738/10752)              
 [========================>........................................] 43/110   Step: 977ms | Tot: 42s416ms | Loss: 0.748 | Acc: 81.323% (8952/11008)              
 [=========================>.......................................] 44/110   Step: 950ms | Tot: 43s367ms | Loss: 0.750 | Acc: 81.232% (9150/11264)              
 [==========================>......................................] 45/110   Step: 962ms | Tot: 44s329ms | Loss: 0.748 | Acc: 81.302% (9366/11520)              
 [==========================>......................................] 46/110   Step: 1s110ms | Tot: 45s439ms | Loss: 0.747 | Acc: 81.326% (9577/11776)              
 [===========================>.....................................] 47/110   Step: 955ms | Tot: 46s395ms | Loss: 0.744 | Acc: 81.358% (9789/12032)              
 [===========================>.....................................] 48/110   Step: 956ms | Tot: 47s351ms | Loss: 0.744 | Acc: 81.356% (9997/12288)              
 [============================>....................................] 49/110   Step: 954ms | Tot: 48s305ms | Loss: 0.745 | Acc: 81.370% (10207/12544)              
 [============================>....................................] 50/110   Step: 1s60ms | Tot: 49s366ms | Loss: 0.741 | Acc: 81.430% (10423/12800)              
 [=============================>...................................] 51/110   Step: 952ms | Tot: 50s319ms | Loss: 0.741 | Acc: 81.426% (10631/13056)              
 [==============================>..................................] 52/110   Step: 954ms | Tot: 51s273ms | Loss: 0.740 | Acc: 81.438% (10841/13312)              
 [==============================>..................................] 53/110   Step: 958ms | Tot: 52s231ms | Loss: 0.738 | Acc: 81.486% (11056/13568)              
 [===============================>.................................] 54/110   Step: 963ms | Tot: 53s195ms | Loss: 0.735 | Acc: 81.590% (11279/13824)              
 [===============================>.................................] 55/110   Step: 1s55ms | Tot: 54s251ms | Loss: 0.733 | Acc: 81.634% (11494/14080)              
 [================================>................................] 56/110   Step: 952ms | Tot: 55s203ms | Loss: 0.731 | Acc: 81.648% (11705/14336)              
 [=================================>...............................] 57/110   Step: 954ms | Tot: 56s158ms | Loss: 0.731 | Acc: 81.682% (11919/14592)              
 [=================================>...............................] 58/110   Step: 953ms | Tot: 57s111ms | Loss: 0.729 | Acc: 81.701% (12131/14848)              
 [==================================>..............................] 59/110   Step: 1s62ms | Tot: 58s173ms | Loss: 0.729 | Acc: 81.707% (12341/15104)              
 [==================================>..............................] 60/110   Step: 952ms | Tot: 59s125ms | Loss: 0.727 | Acc: 81.745% (12556/15360)              
 [===================================>.............................] 61/110   Step: 960ms | Tot: 1m85ms | Loss: 0.727 | Acc: 81.730% (12763/15616)              
 [====================================>............................] 62/110   Step: 959ms | Tot: 1m1s | Loss: 0.726 | Acc: 81.691% (12966/15872)              
 [====================================>............................] 63/110   Step: 954ms | Tot: 1m1s | Loss: 0.724 | Acc: 81.715% (13179/16128)              
 [=====================================>...........................] 64/110   Step: 1s77ms | Tot: 1m3s | Loss: 0.722 | Acc: 81.781% (13399/16384)              
 [=====================================>...........................] 65/110   Step: 961ms | Tot: 1m4s | Loss: 0.723 | Acc: 81.803% (13612/16640)              
 [======================================>..........................] 66/110   Step: 954ms | Tot: 1m4s | Loss: 0.724 | Acc: 81.729% (13809/16896)              
 [=======================================>.........................] 67/110   Step: 957ms | Tot: 1m5s | Loss: 0.723 | Acc: 81.746% (14021/17152)              
 [=======================================>.........................] 68/110   Step: 955ms | Tot: 1m6s | Loss: 0.721 | Acc: 81.807% (14241/17408)              
 [========================================>........................] 69/110   Step: 1s102ms | Tot: 1m8s | Loss: 0.719 | Acc: 81.861% (14460/17664)              
 [========================================>........................] 70/110   Step: 959ms | Tot: 1m8s | Loss: 0.718 | Acc: 81.936% (14683/17920)              
 [=========================================>.......................] 71/110   Step: 954ms | Tot: 1m9s | Loss: 0.715 | Acc: 82.009% (14906/18176)              
 [=========================================>.......................] 72/110   Step: 963ms | Tot: 1m10s | Loss: 0.715 | Acc: 81.950% (15105/18432)              
 [==========================================>......................] 73/110   Step: 1s73ms | Tot: 1m11s | Loss: 0.716 | Acc: 81.935% (15312/18688)              
 [===========================================>.....................] 74/110   Step: 968ms | Tot: 1m12s | Loss: 0.717 | Acc: 81.936% (15522/18944)              
 [===========================================>.....................] 75/110   Step: 952ms | Tot: 1m13s | Loss: 0.717 | Acc: 81.943% (15733/19200)              
 [============================================>....................] 76/110   Step: 954ms | Tot: 1m14s | Loss: 0.717 | Acc: 81.954% (15945/19456)              
 [============================================>....................] 77/110   Step: 954ms | Tot: 1m15s | Loss: 0.716 | Acc: 81.986% (16161/19712)              
 [=============================================>...................] 78/110   Step: 1s57ms | Tot: 1m16s | Loss: 0.717 | Acc: 81.986% (16371/19968)              
 [==============================================>..................] 79/110   Step: 956ms | Tot: 1m17s | Loss: 0.717 | Acc: 81.972% (16578/20224)              
 [==============================================>..................] 80/110   Step: 952ms | Tot: 1m18s | Loss: 0.716 | Acc: 81.992% (16792/20480)              
 [===============================================>.................] 81/110   Step: 953ms | Tot: 1m19s | Loss: 0.715 | Acc: 82.002% (17004/20736)              
 [===============================================>.................] 82/110   Step: 1s59ms | Tot: 1m20s | Loss: 0.713 | Acc: 82.046% (17223/20992)              
 [================================================>................] 83/110   Step: 953ms | Tot: 1m21s | Loss: 0.711 | Acc: 82.102% (17445/21248)              
 [=================================================>...............] 84/110   Step: 968ms | Tot: 1m22s | Loss: 0.712 | Acc: 82.064% (17647/21504)              
 [=================================================>...............] 85/110   Step: 955ms | Tot: 1m23s | Loss: 0.713 | Acc: 82.054% (17855/21760)              
 [==================================================>..............] 86/110   Step: 952ms | Tot: 1m24s | Loss: 0.712 | Acc: 82.086% (18072/22016)              
 [==================================================>..............] 87/110   Step: 1s54ms | Tot: 1m25s | Loss: 0.710 | Acc: 82.139% (18294/22272)              
 [===================================================>.............] 88/110   Step: 953ms | Tot: 1m26s | Loss: 0.709 | Acc: 82.169% (18511/22528)              
 [====================================================>............] 89/110   Step: 951ms | Tot: 1m27s | Loss: 0.707 | Acc: 82.216% (18732/22784)              
 [====================================================>............] 90/110   Step: 953ms | Tot: 1m28s | Loss: 0.706 | Acc: 82.231% (18946/23040)              
 [=====================================================>...........] 91/110   Step: 954ms | Tot: 1m29s | Loss: 0.705 | Acc: 82.242% (19159/23296)              
 [=====================================================>...........] 92/110   Step: 1s59ms | Tot: 1m30s | Loss: 0.706 | Acc: 82.235% (19368/23552)              
 [======================================================>..........] 93/110   Step: 958ms | Tot: 1m31s | Loss: 0.706 | Acc: 82.220% (19575/23808)              
 [======================================================>..........] 94/110   Step: 974ms | Tot: 1m32s | Loss: 0.706 | Acc: 82.218% (19785/24064)              
 [=======================================================>.........] 95/110   Step: 952ms | Tot: 1m33s | Loss: 0.705 | Acc: 82.237% (20000/24320)              
 [========================================================>........] 96/110   Step: 952ms | Tot: 1m34s | Loss: 0.705 | Acc: 82.255% (20215/24576)              
 [========================================================>........] 97/110   Step: 1s57ms | Tot: 1m35s | Loss: 0.704 | Acc: 82.293% (20435/24832)              
 [=========================================================>.......] 98/110   Step: 955ms | Tot: 1m36s | Loss: 0.702 | Acc: 82.326% (20654/25088)              
 [=========================================================>.......] 99/110   Step: 967ms | Tot: 1m37s | Loss: 0.702 | Acc: 82.339% (20868/25344)              
 [==========================================================>......] 100/110   Step: 954ms | Tot: 1m38s | Loss: 0.703 | Acc: 82.324% (21075/25600)              
 [===========================================================>.....] 101/110   Step: 1s58ms | Tot: 1m39s | Loss: 0.702 | Acc: 82.329% (21287/25856)              
 [===========================================================>.....] 102/110   Step: 962ms | Tot: 1m40s | Loss: 0.700 | Acc: 82.345% (21502/26112)              
 [============================================================>....] 103/110   Step: 952ms | Tot: 1m41s | Loss: 0.699 | Acc: 82.365% (21718/26368)              
 [============================================================>....] 104/110   Step: 959ms | Tot: 1m42s | Loss: 0.697 | Acc: 82.407% (21940/26624)              
 [=============================================================>...] 105/110   Step: 964ms | Tot: 1m43s | Loss: 0.699 | Acc: 82.403% (22150/26880)              
 [==============================================================>..] 106/110   Step: 1s | Tot: 1m44s | Loss: 0.698 | Acc: 82.437% (22370/27136)              
 [==============================================================>..] 107/110   Step: 841ms | Tot: 1m45s | Loss: 0.696 | Acc: 82.488% (22595/27392)              
 [===============================================================>.] 108/110   Step: 840ms | Tot: 1m45s | Loss: 0.696 | Acc: 82.501% (22810/27648)              
 [===============================================================>.] 109/110   Step: 840ms | Tot: 1m46s | Loss: 0.695 | Acc: 82.533% (23030/27904)              
 [================================================================>] 110/110   Step: 7s675ms | Tot: 1m54s | Loss: 0.694 | Acc: 82.539% (23111/28000)
 [>................................................................] 1/40   Step: 1s137ms | Tot: 0ms | Loss: 1.051 | Acc: 72.656% (186/256)              
 [=>...............................................................] 2/40   Step: 432ms | Tot: 433ms | Loss: 1.116 | Acc: 72.266% (370/512)              
 [===>.............................................................] 3/40   Step: 420ms | Tot: 853ms | Loss: 1.177 | Acc: 70.964% (545/768)              
 [====>............................................................] 4/40   Step: 419ms | Tot: 1s273ms | Loss: 1.204 | Acc: 69.629% (713/1024)              
 [======>..........................................................] 5/40   Step: 417ms | Tot: 1s690ms | Loss: 1.265 | Acc: 68.906% (882/1280)              
 [========>........................................................] 6/40   Step: 416ms | Tot: 2s107ms | Loss: 1.257 | Acc: 69.010% (1060/1536)              
 [=========>.......................................................] 7/40   Step: 594ms | Tot: 2s701ms | Loss: 1.274 | Acc: 68.583% (1229/1792)              
 [===========>.....................................................] 8/40   Step: 416ms | Tot: 3s118ms | Loss: 1.280 | Acc: 67.969% (1392/2048)              
 [=============>...................................................] 9/40   Step: 419ms | Tot: 3s537ms | Loss: 1.284 | Acc: 68.316% (1574/2304)              
 [==============>..................................................] 10/40   Step: 425ms | Tot: 3s963ms | Loss: 1.284 | Acc: 68.555% (1755/2560)              
 [================>................................................] 11/40   Step: 422ms | Tot: 4s386ms | Loss: 1.289 | Acc: 68.466% (1928/2816)              
 [=================>...............................................] 12/40   Step: 423ms | Tot: 4s810ms | Loss: 1.278 | Acc: 68.490% (2104/3072)              
 [===================>.............................................] 13/40   Step: 420ms | Tot: 5s230ms | Loss: 1.278 | Acc: 68.570% (2282/3328)              
 [=====================>...........................................] 14/40   Step: 521ms | Tot: 5s752ms | Loss: 1.291 | Acc: 68.304% (2448/3584)              
 [======================>..........................................] 15/40   Step: 415ms | Tot: 6s167ms | Loss: 1.292 | Acc: 68.203% (2619/3840)              
 [========================>........................................] 16/40   Step: 420ms | Tot: 6s588ms | Loss: 1.299 | Acc: 68.262% (2796/4096)              
 [==========================>......................................] 17/40   Step: 434ms | Tot: 7s22ms | Loss: 1.302 | Acc: 68.176% (2967/4352)              
