cifar100 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the wcl selected dataset.
load parameters
Now try to run the WCL algorithm
Selected 12258 boundary instances.
Select 90.00 percent samples, 8771 overlapping with the pre-selected boundary samples
The unique selected subset size is: 39484
Use multiple GPU to train the network.
Use 100 epochs

Epoch: 0
 [>................................................................] 1/155   Step: 40s756ms | Tot: 0ms | Loss: 0.047 | Acc: 99.609% (255/256)              
 [>................................................................] 2/155   Step: 1s996ms | Tot: 1s996ms | Loss: 0.039 | Acc: 99.609% (510/512)              
 [>................................................................] 3/155   Step: 996ms | Tot: 2s992ms | Loss: 0.040 | Acc: 99.349% (763/768)              
 [=>...............................................................] 4/155   Step: 1s182ms | Tot: 4s174ms | Loss: 0.034 | Acc: 99.512% (1019/1024)              
 [=>...............................................................] 5/155   Step: 988ms | Tot: 5s163ms | Loss: 0.032 | Acc: 99.531% (1274/1280)              
 [==>..............................................................] 6/155   Step: 1s5ms | Tot: 6s168ms | Loss: 0.033 | Acc: 99.544% (1529/1536)              
 [==>..............................................................] 7/155   Step: 983ms | Tot: 7s152ms | Loss: 0.032 | Acc: 99.609% (1785/1792)              
 [==>..............................................................] 8/155   Step: 992ms | Tot: 8s144ms | Loss: 0.029 | Acc: 99.658% (2041/2048)              
 [===>.............................................................] 9/155   Step: 1s94ms | Tot: 9s239ms | Loss: 0.029 | Acc: 99.696% (2297/2304)              
 [===>.............................................................] 10/155   Step: 987ms | Tot: 10s227ms | Loss: 0.028 | Acc: 99.727% (2553/2560)              
 [====>............................................................] 11/155   Step: 991ms | Tot: 11s219ms | Loss: 0.027 | Acc: 99.716% (2808/2816)              
 [====>............................................................] 12/155   Step: 981ms | Tot: 12s200ms | Loss: 0.026 | Acc: 99.740% (3064/3072)              
 [=====>...........................................................] 13/155   Step: 1s89ms | Tot: 13s290ms | Loss: 0.026 | Acc: 99.730% (3319/3328)              
 [=====>...........................................................] 14/155   Step: 983ms | Tot: 14s273ms | Loss: 0.025 | Acc: 99.749% (3575/3584)              
 [=====>...........................................................] 15/155   Step: 984ms | Tot: 15s258ms | Loss: 0.025 | Acc: 99.766% (3831/3840)              
 [======>..........................................................] 16/155   Step: 1s15ms | Tot: 16s274ms | Loss: 0.024 | Acc: 99.756% (4086/4096)              
 [======>..........................................................] 17/155   Step: 994ms | Tot: 17s268ms | Loss: 0.024 | Acc: 99.747% (4341/4352)              
 [=======>.........................................................] 18/155   Step: 1s98ms | Tot: 18s367ms | Loss: 0.024 | Acc: 99.740% (4596/4608)              
 [=======>.........................................................] 19/155   Step: 983ms | Tot: 19s350ms | Loss: 0.024 | Acc: 99.733% (4851/4864)              
 [=======>.........................................................] 20/155   Step: 992ms | Tot: 20s342ms | Loss: 0.025 | Acc: 99.727% (5106/5120)              
 [========>........................................................] 21/155   Step: 991ms | Tot: 21s333ms | Loss: 0.025 | Acc: 99.702% (5360/5376)              
 [========>........................................................] 22/155   Step: 1s131ms | Tot: 22s465ms | Loss: 0.025 | Acc: 99.716% (5616/5632)              
 [=========>.......................................................] 23/155   Step: 984ms | Tot: 23s449ms | Loss: 0.025 | Acc: 99.694% (5870/5888)              
 [=========>.......................................................] 24/155   Step: 987ms | Tot: 24s437ms | Loss: 0.024 | Acc: 99.691% (6125/6144)              
 [==========>......................................................] 25/155   Step: 988ms | Tot: 25s426ms | Loss: 0.024 | Acc: 99.703% (6381/6400)              
 [==========>......................................................] 26/155   Step: 1s | Tot: 26s426ms | Loss: 0.024 | Acc: 99.715% (6637/6656)              
 [==========>......................................................] 27/155   Step: 1s99ms | Tot: 27s525ms | Loss: 0.023 | Acc: 99.725% (6893/6912)              
 [===========>.....................................................] 28/155   Step: 999ms | Tot: 28s525ms | Loss: 0.023 | Acc: 99.735% (7149/7168)              
 [===========>.....................................................] 29/155   Step: 984ms | Tot: 29s510ms | Loss: 0.023 | Acc: 99.731% (7404/7424)              
 [============>....................................................] 30/155   Step: 987ms | Tot: 30s497ms | Loss: 0.023 | Acc: 99.727% (7659/7680)              
 [============>....................................................] 31/155   Step: 1s96ms | Tot: 31s594ms | Loss: 0.023 | Acc: 99.735% (7915/7936)              
 [=============>...................................................] 32/155   Step: 985ms | Tot: 32s580ms | Loss: 0.023 | Acc: 99.719% (8169/8192)              
