cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the wcl selected dataset.
load parameters
Now try to run the WCL algorithm
Selected 3069 boundary instances.
Start to select 6506 samples for a fair comparison.
The unique selected subset size is: 6506
Use multiple GPU to train the network.
Use 100 epochs

Epoch: 0
 [>................................................................] 1/26   Step: 1m7s | Tot: 0ms | Loss: 0.279 | Acc: 92.969% (238/256)              
 [==>..............................................................] 2/26   Step: 1s951ms | Tot: 1s951ms | Loss: 0.285 | Acc: 92.969% (476/512)              
 [=====>...........................................................] 3/26   Step: 966ms | Tot: 2s917ms | Loss: 0.266 | Acc: 92.969% (714/768)              
 [=======>.........................................................] 4/26   Step: 1s93ms | Tot: 4s10ms | Loss: 0.254 | Acc: 93.262% (955/1024)              
 [==========>......................................................] 5/26   Step: 972ms | Tot: 4s983ms | Loss: 0.246 | Acc: 93.047% (1191/1280)              
 [============>....................................................] 6/26   Step: 956ms | Tot: 5s940ms | Loss: 0.249 | Acc: 93.164% (1431/1536)              
 [===============>.................................................] 7/26   Step: 953ms | Tot: 6s894ms | Loss: 0.255 | Acc: 93.136% (1669/1792)              
 [=================>...............................................] 8/26   Step: 958ms | Tot: 7s852ms | Loss: 0.242 | Acc: 93.408% (1913/2048)              
 [====================>............................................] 9/26   Step: 1s60ms | Tot: 8s913ms | Loss: 0.244 | Acc: 93.316% (2150/2304)              
 [======================>..........................................] 10/26   Step: 952ms | Tot: 9s865ms | Loss: 0.239 | Acc: 93.516% (2394/2560)              
 [=========================>.......................................] 11/26   Step: 953ms | Tot: 10s819ms | Loss: 0.241 | Acc: 93.430% (2631/2816)              
 [===========================>.....................................] 12/26   Step: 956ms | Tot: 11s775ms | Loss: 0.249 | Acc: 93.392% (2869/3072)              
 [==============================>..................................] 13/26   Step: 960ms | Tot: 12s735ms | Loss: 0.249 | Acc: 93.480% (3111/3328)              
 [================================>................................] 14/26   Step: 1s63ms | Tot: 13s799ms | Loss: 0.260 | Acc: 93.108% (3337/3584)              
 [===================================>.............................] 15/26   Step: 956ms | Tot: 14s756ms | Loss: 0.261 | Acc: 93.125% (3576/3840)              
 [=====================================>...........................] 16/26   Step: 971ms | Tot: 15s727ms | Loss: 0.258 | Acc: 93.164% (3816/4096)              
 [========================================>........................] 17/26   Step: 975ms | Tot: 16s702ms | Loss: 0.256 | Acc: 93.244% (4058/4352)              
 [==========================================>......................] 18/26   Step: 1s65ms | Tot: 17s768ms | Loss: 0.250 | Acc: 93.359% (4302/4608)              
 [=============================================>...................] 19/26   Step: 959ms | Tot: 18s727ms | Loss: 0.247 | Acc: 93.339% (4540/4864)              
 [===============================================>.................] 20/26   Step: 955ms | Tot: 19s683ms | Loss: 0.242 | Acc: 93.438% (4784/5120)              
 [==================================================>..............] 21/26   Step: 957ms | Tot: 20s641ms | Loss: 0.246 | Acc: 93.304% (5016/5376)              
 [====================================================>............] 22/26   Step: 889ms | Tot: 21s531ms | Loss: 0.248 | Acc: 93.253% (5252/5632)              
 [=======================================================>.........] 23/26   Step: 966ms | Tot: 22s497ms | Loss: 0.248 | Acc: 93.257% (5491/5888)              
 [=========================================================>.......] 24/26   Step: 841ms | Tot: 23s339ms | Loss: 0.247 | Acc: 93.262% (5730/6144)              
 [============================================================>....] 25/26   Step: 843ms | Tot: 24s182ms | Loss: 0.254 | Acc: 93.172% (5963/6400)              
 [==============================================================>..] 26/26   Step: 8s863ms | Tot: 33s46ms | Loss: 0.254 | Acc: 93.145% (6060/6506)
 [>................................................................] 1/40   Step: 1s127ms | Tot: 0ms | Loss: 0.590 | Acc: 87.891% (225/256)              
 [=>...............................................................] 2/40   Step: 567ms | Tot: 568ms | Loss: 0.656 | Acc: 85.742% (439/512)              
 [===>.............................................................] 3/40   Step: 429ms | Tot: 997ms | Loss: 0.661 | Acc: 84.896% (652/768)              
 [====>............................................................] 4/40   Step: 416ms | Tot: 1s414ms | Loss: 0.666 | Acc: 84.766% (868/1024)              
 [======>..........................................................] 5/40   Step: 418ms | Tot: 1s832ms | Loss: 0.652 | Acc: 84.922% (1087/1280)              
 [========>........................................................] 6/40   Step: 423ms | Tot: 2s255ms | Loss: 0.668 | Acc: 84.440% (1297/1536)              
