There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the wcl selected dataset.
load parameters
Now try to run the WCL algorithm
Selected 3069 boundary instances.
Select 30.00 percent samples, 375 overlapping with the pre-selected boundary samples
The unique selected subset size is: 14694
Use multiple GPU to train the network.
Use 100 epochs

Epoch: 0
 [>................................................................] 1/58   Step: 41s893ms | Tot: 0ms | Loss: 0.304 | Acc: 90.625% (232/256)              
 [=>...............................................................] 2/58   Step: 1s979ms | Tot: 1s979ms | Loss: 0.316 | Acc: 91.016% (466/512)              
 [==>..............................................................] 3/58   Step: 986ms | Tot: 2s965ms | Loss: 0.301 | Acc: 91.797% (705/768)              
 [===>.............................................................] 4/58   Step: 1s144ms | Tot: 4s110ms | Loss: 0.300 | Acc: 91.504% (937/1024)              
 [====>............................................................] 5/58   Step: 973ms | Tot: 5s83ms | Loss: 0.298 | Acc: 91.406% (1170/1280)              
 [=====>...........................................................] 6/58   Step: 976ms | Tot: 6s60ms | Loss: 0.304 | Acc: 91.341% (1403/1536)              
 [======>..........................................................] 7/58   Step: 988ms | Tot: 7s49ms | Loss: 0.302 | Acc: 91.462% (1639/1792)              
 [=======>.........................................................] 8/58   Step: 976ms | Tot: 8s25ms | Loss: 0.300 | Acc: 91.357% (1871/2048)              
 [========>........................................................] 9/58   Step: 1s75ms | Tot: 9s100ms | Loss: 0.295 | Acc: 91.450% (2107/2304)              
 [==========>......................................................] 10/58   Step: 974ms | Tot: 10s75ms | Loss: 0.300 | Acc: 91.406% (2340/2560)              
 [===========>.....................................................] 11/58   Step: 977ms | Tot: 11s53ms | Loss: 0.290 | Acc: 91.690% (2582/2816)              
 [============>....................................................] 12/58   Step: 971ms | Tot: 12s25ms | Loss: 0.280 | Acc: 91.895% (2823/3072)              
 [=============>...................................................] 13/58   Step: 1s87ms | Tot: 13s112ms | Loss: 0.272 | Acc: 92.218% (3069/3328)              
 [==============>..................................................] 14/58   Step: 974ms | Tot: 14s86ms | Loss: 0.266 | Acc: 92.299% (3308/3584)              
 [===============>.................................................] 15/58   Step: 973ms | Tot: 15s60ms | Loss: 0.264 | Acc: 92.318% (3545/3840)              
 [================>................................................] 16/58   Step: 973ms | Tot: 16s34ms | Loss: 0.264 | Acc: 92.310% (3781/4096)              
 [=================>...............................................] 17/58   Step: 989ms | Tot: 17s23ms | Loss: 0.263 | Acc: 92.394% (4021/4352)              
 [===================>.............................................] 18/58   Step: 1s78ms | Tot: 18s102ms | Loss: 0.262 | Acc: 92.405% (4258/4608)              
 [====================>............................................] 19/58   Step: 970ms | Tot: 19s72ms | Loss: 0.258 | Acc: 92.537% (4501/4864)              
 [=====================>...........................................] 20/58   Step: 972ms | Tot: 20s45ms | Loss: 0.257 | Acc: 92.559% (4739/5120)              
 [======================>..........................................] 21/58   Step: 971ms | Tot: 21s16ms | Loss: 0.258 | Acc: 92.541% (4975/5376)              
 [=======================>.........................................] 22/58   Step: 1s80ms | Tot: 22s97ms | Loss: 0.254 | Acc: 92.649% (5218/5632)              
 [========================>........................................] 23/58   Step: 977ms | Tot: 23s74ms | Loss: 0.255 | Acc: 92.595% (5452/5888)              
 [=========================>.......................................] 24/58   Step: 979ms | Tot: 24s54ms | Loss: 0.254 | Acc: 92.643% (5692/6144)              
 [==========================>......................................] 25/58   Step: 979ms | Tot: 25s33ms | Loss: 0.254 | Acc: 92.594% (5926/6400)              
 [============================>....................................] 26/58   Step: 980ms | Tot: 26s14ms | Loss: 0.253 | Acc: 92.548% (6160/6656)              
 [=============================>...................................] 27/58   Step: 1s125ms | Tot: 27s140ms | Loss: 0.250 | Acc: 92.607% (6401/6912)              
 [==============================>..................................] 28/58   Step: 972ms | Tot: 28s112ms | Loss: 0.249 | Acc: 92.620% (6639/7168)              
 [===============================>.................................] 29/58   Step: 974ms | Tot: 29s87ms | Loss: 0.247 | Acc: 92.686% (6881/7424)              
 [================================>................................] 30/58   Step: 979ms | Tot: 30s66ms | Loss: 0.245 | Acc: 92.760% (7124/7680)              
