cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the cl selected dataset.
------------------ Start to select subsets ------------------
Start to select 9674 samples for a fair comparison.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/38   Step: 42s280ms | Tot: 0ms | Loss: 0.334 | Acc: 90.234% (231/256)              
 [=>...............................................................] 2/38   Step: 1s977ms | Tot: 1s977ms | Loss: 0.347 | Acc: 90.039% (461/512)              
 [===>.............................................................] 3/38   Step: 971ms | Tot: 2s948ms | Loss: 0.316 | Acc: 91.146% (700/768)              
 [=====>...........................................................] 4/38   Step: 1s160ms | Tot: 4s109ms | Loss: 0.343 | Acc: 90.039% (922/1024)              
 [======>..........................................................] 5/38   Step: 969ms | Tot: 5s79ms | Loss: 0.376 | Acc: 89.141% (1141/1280)              
 [========>........................................................] 6/38   Step: 969ms | Tot: 6s48ms | Loss: 0.374 | Acc: 88.867% (1365/1536)              
 [==========>......................................................] 7/38   Step: 964ms | Tot: 7s13ms | Loss: 0.391 | Acc: 88.616% (1588/1792)              
 [===========>.....................................................] 8/38   Step: 962ms | Tot: 7s975ms | Loss: 0.387 | Acc: 88.574% (1814/2048)              
 [=============>...................................................] 9/38   Step: 1s58ms | Tot: 9s34ms | Loss: 0.390 | Acc: 88.498% (2039/2304)              
 [===============>.................................................] 10/38   Step: 959ms | Tot: 9s994ms | Loss: 0.384 | Acc: 88.672% (2270/2560)              
 [=================>...............................................] 11/38   Step: 959ms | Tot: 10s954ms | Loss: 0.396 | Acc: 88.494% (2492/2816)              
 [==================>..............................................] 12/38   Step: 959ms | Tot: 11s914ms | Loss: 0.386 | Acc: 88.704% (2725/3072)              
 [====================>............................................] 13/38   Step: 955ms | Tot: 12s869ms | Loss: 0.385 | Acc: 88.702% (2952/3328)              
 [======================>..........................................] 14/38   Step: 1s65ms | Tot: 13s935ms | Loss: 0.382 | Acc: 88.783% (3182/3584)              
 [=======================>.........................................] 15/38   Step: 971ms | Tot: 14s906ms | Loss: 0.374 | Acc: 89.010% (3418/3840)              
 [=========================>.......................................] 16/38   Step: 968ms | Tot: 15s875ms | Loss: 0.375 | Acc: 89.014% (3646/4096)              
 [===========================>.....................................] 17/38   Step: 967ms | Tot: 16s843ms | Loss: 0.377 | Acc: 89.040% (3875/4352)              
 [=============================>...................................] 18/38   Step: 959ms | Tot: 17s803ms | Loss: 0.372 | Acc: 89.149% (4108/4608)              
 [==============================>..................................] 19/38   Step: 1s75ms | Tot: 18s878ms | Loss: 0.372 | Acc: 89.165% (4337/4864)              
 [================================>................................] 20/38   Step: 978ms | Tot: 19s857ms | Loss: 0.373 | Acc: 89.219% (4568/5120)              
 [==================================>..............................] 21/38   Step: 967ms | Tot: 20s824ms | Loss: 0.369 | Acc: 89.304% (4801/5376)              
 [===================================>.............................] 22/38   Step: 961ms | Tot: 21s786ms | Loss: 0.370 | Acc: 89.258% (5027/5632)              
 [=====================================>...........................] 23/38   Step: 963ms | Tot: 22s749ms | Loss: 0.368 | Acc: 89.266% (5256/5888)              
 [=======================================>.........................] 24/38   Step: 1s86ms | Tot: 23s836ms | Loss: 0.366 | Acc: 89.274% (5485/6144)              
 [=========================================>.......................] 25/38   Step: 973ms | Tot: 24s809ms | Loss: 0.362 | Acc: 89.391% (5721/6400)              
 [==========================================>......................] 26/38   Step: 970ms | Tot: 25s780ms | Loss: 0.358 | Acc: 89.438% (5953/6656)              
 [============================================>....................] 27/38   Step: 974ms | Tot: 26s755ms | Loss: 0.354 | Acc: 89.511% (6187/6912)              
