cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the pop selected dataset.
load parameters
Now try to run the algorithm POP
------------------ Start to select subsets ------------------
Selected 14546 samples for weakkness <= 9.
Train with the selected 14546 samples.
Use multiple GPU to train the network.
Use 100 epochs

Epoch: 0
 [>................................................................] 1/57   Step: 1m2s | Tot: 0ms | Loss: 0.101 | Acc: 96.094% (246/256)              
 [=>...............................................................] 2/57   Step: 1s984ms | Tot: 1s984ms | Loss: 0.138 | Acc: 94.922% (486/512)              
 [==>..............................................................] 3/57   Step: 989ms | Tot: 2s973ms | Loss: 0.128 | Acc: 95.573% (734/768)              
 [===>.............................................................] 4/57   Step: 1s140ms | Tot: 4s113ms | Loss: 0.126 | Acc: 95.605% (979/1024)              
 [====>............................................................] 5/57   Step: 971ms | Tot: 5s85ms | Loss: 0.127 | Acc: 95.156% (1218/1280)              
 [=====>...........................................................] 6/57   Step: 997ms | Tot: 6s82ms | Loss: 0.126 | Acc: 95.247% (1463/1536)              
 [======>..........................................................] 7/57   Step: 979ms | Tot: 7s62ms | Loss: 0.123 | Acc: 95.368% (1709/1792)              
 [=======>.........................................................] 8/57   Step: 980ms | Tot: 8s42ms | Loss: 0.121 | Acc: 95.508% (1956/2048)              
 [=========>.......................................................] 9/57   Step: 1s78ms | Tot: 9s121ms | Loss: 0.118 | Acc: 95.790% (2207/2304)              
 [==========>......................................................] 10/57   Step: 970ms | Tot: 10s92ms | Loss: 0.111 | Acc: 96.094% (2460/2560)              
 [===========>.....................................................] 11/57   Step: 984ms | Tot: 11s77ms | Loss: 0.110 | Acc: 96.271% (2711/2816)              
 [============>....................................................] 12/57   Step: 978ms | Tot: 12s56ms | Loss: 0.106 | Acc: 96.387% (2961/3072)              
 [=============>...................................................] 13/57   Step: 1s96ms | Tot: 13s152ms | Loss: 0.107 | Acc: 96.274% (3204/3328)              
 [==============>..................................................] 14/57   Step: 972ms | Tot: 14s125ms | Loss: 0.110 | Acc: 96.261% (3450/3584)              
 [===============>.................................................] 15/57   Step: 977ms | Tot: 15s102ms | Loss: 0.110 | Acc: 96.250% (3696/3840)              
 [=================>...............................................] 16/57   Step: 1s6ms | Tot: 16s109ms | Loss: 0.110 | Acc: 96.265% (3943/4096)              
 [==================>..............................................] 17/57   Step: 983ms | Tot: 17s93ms | Loss: 0.108 | Acc: 96.324% (4192/4352)              
 [===================>.............................................] 18/57   Step: 1s87ms | Tot: 18s180ms | Loss: 0.107 | Acc: 96.398% (4442/4608)              
 [====================>............................................] 19/57   Step: 988ms | Tot: 19s169ms | Loss: 0.108 | Acc: 96.340% (4686/4864)              
 [=====================>...........................................] 20/57   Step: 978ms | Tot: 20s147ms | Loss: 0.106 | Acc: 96.406% (4936/5120)              
 [======================>..........................................] 21/57   Step: 977ms | Tot: 21s125ms | Loss: 0.103 | Acc: 96.540% (5190/5376)              
 [=======================>.........................................] 22/57   Step: 1s122ms | Tot: 22s247ms | Loss: 0.100 | Acc: 96.662% (5444/5632)              
 [=========================>.......................................] 23/57   Step: 982ms | Tot: 23s229ms | Loss: 0.099 | Acc: 96.739% (5696/5888)              
 [==========================>......................................] 24/57   Step: 980ms | Tot: 24s210ms | Loss: 0.098 | Acc: 96.777% (5946/6144)              
 [===========================>.....................................] 25/57   Step: 971ms | Tot: 25s181ms | Loss: 0.098 | Acc: 96.766% (6193/6400)              
 [============================>....................................] 26/57   Step: 993ms | Tot: 26s175ms | Loss: 0.096 | Acc: 96.860% (6447/6656)              
 [=============================>...................................] 27/57   Step: 1s85ms | Tot: 27s261ms | Loss: 0.094 | Acc: 96.933% (6700/6912)              
 [==============================>..................................] 28/57   Step: 979ms | Tot: 28s240ms | Loss: 0.093 | Acc: 96.945% (6949/7168)              
 [===============================>.................................] 29/57   Step: 981ms | Tot: 29s222ms | Loss: 0.091 | Acc: 97.023% (7203/7424)              
 [=================================>...............................] 30/57   Step: 976ms | Tot: 30s199ms | Loss: 0.090 | Acc: 97.096% (7457/7680)              
 [==================================>..............................] 31/57   Step: 975ms | Tot: 31s174ms | Loss: 0.089 | Acc: 97.152% (7710/7936)              
 [===================================>.............................] 32/57   Step: 1s77ms | Tot: 32s251ms | Loss: 0.088 | Acc: 97.205% (7963/8192)              
