cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the cl selected dataset.
------------------ Start to select subsets ------------------
Start to select 9674 samples for a fair comparison.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/38   Step: 41s104ms | Tot: 0ms | Loss: 0.291 | Acc: 93.750% (240/256)              
 [=>...............................................................] 2/38   Step: 1s981ms | Tot: 1s981ms | Loss: 0.203 | Acc: 95.312% (488/512)              
 [===>.............................................................] 3/38   Step: 986ms | Tot: 2s967ms | Loss: 0.184 | Acc: 95.833% (736/768)              
 [=====>...........................................................] 4/38   Step: 1s159ms | Tot: 4s127ms | Loss: 0.170 | Acc: 96.094% (984/1024)              
 [======>..........................................................] 5/38   Step: 965ms | Tot: 5s92ms | Loss: 0.192 | Acc: 95.391% (1221/1280)              
 [========>........................................................] 6/38   Step: 965ms | Tot: 6s57ms | Loss: 0.190 | Acc: 95.508% (1467/1536)              
 [==========>......................................................] 7/38   Step: 963ms | Tot: 7s21ms | Loss: 0.199 | Acc: 95.368% (1709/1792)              
 [===========>.....................................................] 8/38   Step: 960ms | Tot: 7s981ms | Loss: 0.208 | Acc: 95.166% (1949/2048)              
 [=============>...................................................] 9/38   Step: 1s67ms | Tot: 9s49ms | Loss: 0.205 | Acc: 95.182% (2193/2304)              
 [===============>.................................................] 10/38   Step: 962ms | Tot: 10s11ms | Loss: 0.205 | Acc: 95.234% (2438/2560)              
 [=================>...............................................] 11/38   Step: 966ms | Tot: 10s978ms | Loss: 0.211 | Acc: 95.241% (2682/2816)              
 [==================>..............................................] 12/38   Step: 962ms | Tot: 11s941ms | Loss: 0.211 | Acc: 95.182% (2924/3072)              
 [====================>............................................] 13/38   Step: 1s87ms | Tot: 13s28ms | Loss: 0.208 | Acc: 95.192% (3168/3328)              
 [======================>..........................................] 14/38   Step: 978ms | Tot: 14s7ms | Loss: 0.207 | Acc: 95.173% (3411/3584)              
 [=======================>.........................................] 15/38   Step: 963ms | Tot: 14s970ms | Loss: 0.202 | Acc: 95.208% (3656/3840)              
 [=========================>.......................................] 16/38   Step: 968ms | Tot: 15s939ms | Loss: 0.206 | Acc: 95.068% (3894/4096)              
 [===========================>.....................................] 17/38   Step: 973ms | Tot: 16s912ms | Loss: 0.211 | Acc: 94.922% (4131/4352)              
 [=============================>...................................] 18/38   Step: 1s66ms | Tot: 17s979ms | Loss: 0.213 | Acc: 94.857% (4371/4608)              
 [==============================>..................................] 19/38   Step: 963ms | Tot: 18s942ms | Loss: 0.218 | Acc: 94.757% (4609/4864)              
 [================================>................................] 20/38   Step: 962ms | Tot: 19s905ms | Loss: 0.223 | Acc: 94.668% (4847/5120)              
 [==================================>..............................] 21/38   Step: 968ms | Tot: 20s873ms | Loss: 0.227 | Acc: 94.513% (5081/5376)              
 [===================================>.............................] 22/38   Step: 1s112ms | Tot: 21s985ms | Loss: 0.221 | Acc: 94.602% (5328/5632)              
 [=====================================>...........................] 23/38   Step: 978ms | Tot: 22s963ms | Loss: 0.224 | Acc: 94.514% (5565/5888)              
 [=======================================>.........................] 24/38   Step: 968ms | Tot: 23s932ms | Loss: 0.223 | Acc: 94.482% (5805/6144)              
 [=========================================>.......................] 25/38   Step: 963ms | Tot: 24s895ms | Loss: 0.227 | Acc: 94.391% (6041/6400)              
 [==========================================>......................] 26/38   Step: 960ms | Tot: 25s856ms | Loss: 0.226 | Acc: 94.396% (6283/6656)              
 [============================================>....................] 27/38   Step: 1s76ms | Tot: 26s932ms | Loss: 0.225 | Acc: 94.401% (6525/6912)              
