cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the wcl selected dataset (by weighted the boundary points).
load parameters
Now try to run the WCL algorithm, by scaling up boundary sample scores
Scale up the boundary sample scores to 1
Start to select 12000 samples for a fair comparison.
Use multiple GPU to train the network.
Use 100 epochs

Epoch: 0
 [>................................................................] 1/47   Step: 59s397ms | Tot: 0ms | Loss: 0.441 | Acc: 88.281% (226/256)              
 [=>...............................................................] 2/47   Step: 1s972ms | Tot: 1s972ms | Loss: 0.475 | Acc: 86.719% (444/512)              
 [==>..............................................................] 3/47   Step: 976ms | Tot: 2s949ms | Loss: 0.437 | Acc: 87.630% (673/768)              
 [====>............................................................] 4/47   Step: 1s144ms | Tot: 4s94ms | Loss: 0.397 | Acc: 88.574% (907/1024)              
 [=====>...........................................................] 5/47   Step: 980ms | Tot: 5s74ms | Loss: 0.404 | Acc: 88.594% (1134/1280)              
 [======>..........................................................] 6/47   Step: 969ms | Tot: 6s44ms | Loss: 0.394 | Acc: 88.607% (1361/1536)              
 [========>........................................................] 7/47   Step: 962ms | Tot: 7s7ms | Loss: 0.400 | Acc: 88.728% (1590/1792)              
 [=========>.......................................................] 8/47   Step: 967ms | Tot: 7s974ms | Loss: 0.410 | Acc: 88.623% (1815/2048)              
 [===========>.....................................................] 9/47   Step: 1s67ms | Tot: 9s42ms | Loss: 0.417 | Acc: 88.325% (2035/2304)              
 [============>....................................................] 10/47   Step: 966ms | Tot: 10s8ms | Loss: 0.412 | Acc: 88.555% (2267/2560)              
 [=============>...................................................] 11/47   Step: 962ms | Tot: 10s970ms | Loss: 0.406 | Acc: 88.636% (2496/2816)              
 [===============>.................................................] 12/47   Step: 965ms | Tot: 11s936ms | Loss: 0.398 | Acc: 88.737% (2726/3072)              
 [================>................................................] 13/47   Step: 974ms | Tot: 12s911ms | Loss: 0.401 | Acc: 88.642% (2950/3328)              
 [=================>...............................................] 14/47   Step: 1s80ms | Tot: 13s992ms | Loss: 0.408 | Acc: 88.393% (3168/3584)              
 [===================>.............................................] 15/47   Step: 987ms | Tot: 14s979ms | Loss: 0.404 | Acc: 88.464% (3397/3840)              
 [====================>............................................] 16/47   Step: 970ms | Tot: 15s949ms | Loss: 0.407 | Acc: 88.477% (3624/4096)              
 [======================>..........................................] 17/47   Step: 967ms | Tot: 16s917ms | Loss: 0.400 | Acc: 88.672% (3859/4352)              
 [=======================>.........................................] 18/47   Step: 1s91ms | Tot: 18s8ms | Loss: 0.388 | Acc: 88.976% (4100/4608)              
 [========================>........................................] 19/47   Step: 969ms | Tot: 18s978ms | Loss: 0.383 | Acc: 89.186% (4338/4864)              
 [==========================>......................................] 20/47   Step: 972ms | Tot: 19s950ms | Loss: 0.378 | Acc: 89.355% (4575/5120)              
 [===========================>.....................................] 21/47   Step: 968ms | Tot: 20s919ms | Loss: 0.370 | Acc: 89.490% (4811/5376)              
 [=============================>...................................] 22/47   Step: 962ms | Tot: 21s881ms | Loss: 0.369 | Acc: 89.453% (5038/5632)              
 [==============================>..................................] 23/47   Step: 1s99ms | Tot: 22s981ms | Loss: 0.363 | Acc: 89.555% (5273/5888)              
 [===============================>.................................] 24/47   Step: 964ms | Tot: 23s945ms | Loss: 0.364 | Acc: 89.583% (5504/6144)              
 [=================================>...............................] 25/47   Step: 982ms | Tot: 24s928ms | Loss: 0.358 | Acc: 89.703% (5741/6400)              
 [==================================>..............................] 26/47   Step: 965ms | Tot: 25s894ms | Loss: 0.355 | Acc: 89.784% (5976/6656)              
 [===================================>.............................] 27/47   Step: 1s76ms | Tot: 26s971ms | Loss: 0.355 | Acc: 89.742% (6203/6912)              
 [=====================================>...........................] 28/47   Step: 964ms | Tot: 27s936ms | Loss: 0.355 | Acc: 89.690% (6429/7168)              
 [======================================>..........................] 29/47   Step: 963ms | Tot: 28s899ms | Loss: 0.349 | Acc: 89.817% (6668/7424)              
 [========================================>........................] 30/47   Step: 967ms | Tot: 29s866ms | Loss: 0.345 | Acc: 89.935% (6907/7680)              
 [=========================================>.......................] 31/47   Step: 964ms | Tot: 30s830ms | Loss: 0.344 | Acc: 89.995% (7142/7936)              
 [==========================================>......................] 32/47   Step: 1s67ms | Tot: 31s898ms | Loss: 0.342 | Acc: 90.015% (7374/8192)              
 [============================================>....................] 33/47   Step: 968ms | Tot: 32s866ms | Loss: 0.342 | Acc: 90.021% (7605/8448)              
 [=============================================>...................] 34/47   Step: 978ms | Tot: 33s845ms | Loss: 0.340 | Acc: 90.039% (7837/8704)              
 [===============================================>.................] 35/47   Step: 983ms | Tot: 34s829ms | Loss: 0.341 | Acc: 90.011% (8065/8960)              
 [================================================>................] 36/47   Step: 969ms | Tot: 35s798ms | Loss: 0.339 | Acc: 90.093% (8303/9216)              
 [=================================================>...............] 37/47   Step: 1s82ms | Tot: 36s881ms | Loss: 0.338 | Acc: 90.108% (8535/9472)              
 [===================================================>.............] 38/47   Step: 964ms | Tot: 37s845ms | Loss: 0.337 | Acc: 90.152% (8770/9728)              
 [====================================================>............] 39/47   Step: 972ms | Tot: 38s817ms | Loss: 0.337 | Acc: 90.144% (9000/9984)              
 [=====================================================>...........] 40/47   Step: 975ms | Tot: 39s792ms | Loss: 0.336 | Acc: 90.176% (9234/10240)              
 [=======================================================>.........] 41/47   Step: 1s74ms | Tot: 40s866ms | Loss: 0.332 | Acc: 90.320% (9480/10496)              
 [========================================================>........] 42/47   Step: 967ms | Tot: 41s834ms | Loss: 0.330 | Acc: 90.374% (9717/10752)              
 [==========================================================>......] 43/47   Step: 946ms | Tot: 42s780ms | Loss: 0.328 | Acc: 90.362% (9947/11008)              
 [===========================================================>.....] 44/47   Step: 855ms | Tot: 43s636ms | Loss: 0.327 | Acc: 90.412% (10184/11264)              
 [============================================================>....] 45/47   Step: 865ms | Tot: 44s501ms | Loss: 0.326 | Acc: 90.408% (10415/11520)              
 [==============================================================>..] 46/47   Step: 994ms | Tot: 45s496ms | Loss: 0.324 | Acc: 90.438% (10650/11776)              
 [===============================================================>.] 47/47   Step: 9s166ms | Tot: 54s663ms | Loss: 0.325 | Acc: 90.467% (10856/12000)
 [>................................................................] 1/40   Step: 1s87ms | Tot: 0ms | Loss: 0.348 | Acc: 88.672% (227/256)              
 [=>...............................................................] 2/40   Step: 423ms | Tot: 423ms | Loss: 0.392 | Acc: 86.523% (443/512)              
 [===>.............................................................] 3/40   Step: 417ms | Tot: 841ms | Loss: 0.390 | Acc: 86.589% (665/768)              
 [====>............................................................] 4/40   Step: 579ms | Tot: 1s420ms | Loss: 0.389 | Acc: 86.914% (890/1024)              
 [======>..........................................................] 5/40   Step: 417ms | Tot: 1s838ms | Loss: 0.352 | Acc: 88.125% (1128/1280)              
 [========>........................................................] 6/40   Step: 417ms | Tot: 2s255ms | Loss: 0.370 | Acc: 87.760% (1348/1536)              
 [=========>.......................................................] 7/40   Step: 416ms | Tot: 2s671ms | Loss: 0.367 | Acc: 88.114% (1579/1792)              
 [===========>.....................................................] 8/40   Step: 417ms | Tot: 3s89ms | Loss: 0.381 | Acc: 87.939% (1801/2048)              
 [=============>...................................................] 9/40   Step: 524ms | Tot: 3s613ms | Loss: 0.381 | Acc: 87.891% (2025/2304)              
 [==============>..................................................] 10/40   Step: 416ms | Tot: 4s30ms | Loss: 0.373 | Acc: 88.242% (2259/2560)              
