cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the wcl selected dataset (by weighted the boundary points).
load parameters
Now try to run the WCL algorithm, by scaling up boundary sample scores
Scale up the boundary sample scores to 1
Start to select 12000 samples for a fair comparison at each subset.
Selected 12000 samples from all the classes
Use multiple GPU to train the network.
Use 100 epochs

Epoch: 0
 [>................................................................] 1/47   Step: 55s639ms | Tot: 0ms | Loss: 0.208 | Acc: 95.312% (244/256)              
 [=>...............................................................] 2/47   Step: 1s980ms | Tot: 1s980ms | Loss: 0.168 | Acc: 95.703% (490/512)              
 [==>..............................................................] 3/47   Step: 980ms | Tot: 2s960ms | Loss: 0.189 | Acc: 95.182% (731/768)              
 [====>............................................................] 4/47   Step: 1s142ms | Tot: 4s103ms | Loss: 0.164 | Acc: 95.605% (979/1024)              
 [=====>...........................................................] 5/47   Step: 982ms | Tot: 5s85ms | Loss: 0.168 | Acc: 95.547% (1223/1280)              
 [======>..........................................................] 6/47   Step: 970ms | Tot: 6s55ms | Loss: 0.178 | Acc: 95.443% (1466/1536)              
 [========>........................................................] 7/47   Step: 966ms | Tot: 7s22ms | Loss: 0.180 | Acc: 95.312% (1708/1792)              
 [=========>.......................................................] 8/47   Step: 969ms | Tot: 7s991ms | Loss: 0.182 | Acc: 95.410% (1954/2048)              
 [===========>.....................................................] 9/47   Step: 1s75ms | Tot: 9s66ms | Loss: 0.189 | Acc: 95.356% (2197/2304)              
 [============>....................................................] 10/47   Step: 967ms | Tot: 10s34ms | Loss: 0.193 | Acc: 95.391% (2442/2560)              
 [=============>...................................................] 11/47   Step: 968ms | Tot: 11s3ms | Loss: 0.187 | Acc: 95.490% (2689/2816)              
 [===============>.................................................] 12/47   Step: 968ms | Tot: 11s972ms | Loss: 0.188 | Acc: 95.410% (2931/3072)              
 [================>................................................] 13/47   Step: 970ms | Tot: 12s943ms | Loss: 0.193 | Acc: 95.403% (3175/3328)              
 [=================>...............................................] 14/47   Step: 1s72ms | Tot: 14s15ms | Loss: 0.192 | Acc: 95.368% (3418/3584)              
 [===================>.............................................] 15/47   Step: 999ms | Tot: 15s15ms | Loss: 0.200 | Acc: 95.286% (3659/3840)              
 [====================>............................................] 16/47   Step: 985ms | Tot: 16s | Loss: 0.198 | Acc: 95.312% (3904/4096)              
 [======================>..........................................] 17/47   Step: 975ms | Tot: 16s975ms | Loss: 0.198 | Acc: 95.381% (4151/4352)              
 [=======================>.........................................] 18/47   Step: 1s107ms | Tot: 18s82ms | Loss: 0.198 | Acc: 95.421% (4397/4608)              
 [========================>........................................] 19/47   Step: 967ms | Tot: 19s50ms | Loss: 0.206 | Acc: 95.251% (4633/4864)              
 [==========================>......................................] 20/47   Step: 968ms | Tot: 20s19ms | Loss: 0.208 | Acc: 95.254% (4877/5120)              
 [===========================>.....................................] 21/47   Step: 975ms | Tot: 20s995ms | Loss: 0.207 | Acc: 95.219% (5119/5376)              
 [=============================>...................................] 22/47   Step: 969ms | Tot: 21s964ms | Loss: 0.202 | Acc: 95.312% (5368/5632)              
 [==============================>..................................] 23/47   Step: 1s91ms | Tot: 23s56ms | Loss: 0.203 | Acc: 95.312% (5612/5888)              
 [===============================>.................................] 24/47   Step: 969ms | Tot: 24s25ms | Loss: 0.201 | Acc: 95.312% (5856/6144)              
 [=================================>...............................] 25/47   Step: 983ms | Tot: 25s8ms | Loss: 0.206 | Acc: 95.156% (6090/6400)              
 [==================================>..............................] 26/47   Step: 970ms | Tot: 25s978ms | Loss: 0.208 | Acc: 95.147% (6333/6656)              
 [===================================>.............................] 27/47   Step: 1s71ms | Tot: 27s50ms | Loss: 0.202 | Acc: 95.255% (6584/6912)              
 [=====================================>...........................] 28/47   Step: 969ms | Tot: 28s19ms | Loss: 0.201 | Acc: 95.299% (6831/7168)              
 [======================================>..........................] 29/47   Step: 971ms | Tot: 28s991ms | Loss: 0.197 | Acc: 95.339% (7078/7424)              
 [========================================>........................] 30/47   Step: 971ms | Tot: 29s963ms | Loss: 0.195 | Acc: 95.352% (7323/7680)              
 [=========================================>.......................] 31/47   Step: 968ms | Tot: 30s931ms | Loss: 0.197 | Acc: 95.300% (7563/7936)              
 [==========================================>......................] 32/47   Step: 1s84ms | Tot: 32s15ms | Loss: 0.199 | Acc: 95.288% (7806/8192)              
 [============================================>....................] 33/47   Step: 972ms | Tot: 32s988ms | Loss: 0.199 | Acc: 95.277% (8049/8448)              
 [=============================================>...................] 34/47   Step: 972ms | Tot: 33s960ms | Loss: 0.199 | Acc: 95.278% (8293/8704)              
 [===============================================>.................] 35/47   Step: 991ms | Tot: 34s951ms | Loss: 0.200 | Acc: 95.246% (8534/8960)              
 [================================================>................] 36/47   Step: 971ms | Tot: 35s923ms | Loss: 0.201 | Acc: 95.226% (8776/9216)              
 [=================================================>...............] 37/47   Step: 1s107ms | Tot: 37s30ms | Loss: 0.203 | Acc: 95.165% (9014/9472)              
 [===================================================>.............] 38/47   Step: 968ms | Tot: 37s999ms | Loss: 0.202 | Acc: 95.158% (9257/9728)              
 [====================================================>............] 39/47   Step: 963ms | Tot: 38s963ms | Loss: 0.201 | Acc: 95.192% (9504/9984)              
 [=====================================================>...........] 40/47   Step: 968ms | Tot: 39s931ms | Loss: 0.199 | Acc: 95.205% (9749/10240)              
 [=======================================================>.........] 41/47   Step: 1s93ms | Tot: 41s25ms | Loss: 0.199 | Acc: 95.217% (9994/10496)              
 [========================================================>........] 42/47   Step: 974ms | Tot: 41s999ms | Loss: 0.196 | Acc: 95.275% (10244/10752)              
 [==========================================================>......] 43/47   Step: 954ms | Tot: 42s954ms | Loss: 0.197 | Acc: 95.249% (10485/11008)              
