cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the cl selected dataset.
------------------ Start to select subsets ------------------
Start to select 5439 samples for a fair comparison.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/22   Step: 41s134ms | Tot: 0ms | Loss: 0.510 | Acc: 82.422% (211/256)              
 [==>..............................................................] 2/22   Step: 2s67ms | Tot: 2s67ms | Loss: 0.490 | Acc: 85.156% (436/512)              
 [=====>...........................................................] 3/22   Step: 959ms | Tot: 3s27ms | Loss: 0.558 | Acc: 84.896% (652/768)              
 [========>........................................................] 4/22   Step: 1s150ms | Tot: 4s177ms | Loss: 0.528 | Acc: 85.254% (873/1024)              
 [===========>.....................................................] 5/22   Step: 948ms | Tot: 5s126ms | Loss: 0.541 | Acc: 85.156% (1090/1280)              
 [==============>..................................................] 6/22   Step: 951ms | Tot: 6s78ms | Loss: 0.551 | Acc: 84.896% (1304/1536)              
 [=================>...............................................] 7/22   Step: 954ms | Tot: 7s33ms | Loss: 0.554 | Acc: 84.766% (1519/1792)              
 [====================>............................................] 8/22   Step: 950ms | Tot: 7s983ms | Loss: 0.568 | Acc: 84.668% (1734/2048)              
 [=======================>.........................................] 9/22   Step: 1s59ms | Tot: 9s43ms | Loss: 0.552 | Acc: 84.983% (1958/2304)              
 [==========================>......................................] 10/22   Step: 961ms | Tot: 10s5ms | Loss: 0.552 | Acc: 85.000% (2176/2560)              
 [=============================>...................................] 11/22   Step: 951ms | Tot: 10s956ms | Loss: 0.573 | Acc: 84.553% (2381/2816)              
 [================================>................................] 12/22   Step: 945ms | Tot: 11s902ms | Loss: 0.563 | Acc: 84.375% (2592/3072)              
 [===================================>.............................] 13/22   Step: 1s52ms | Tot: 12s954ms | Loss: 0.560 | Acc: 84.495% (2812/3328)              
 [======================================>..........................] 14/22   Step: 946ms | Tot: 13s901ms | Loss: 0.556 | Acc: 84.570% (3031/3584)              
 [=========================================>.......................] 15/22   Step: 954ms | Tot: 14s856ms | Loss: 0.558 | Acc: 84.427% (3242/3840)              
 [============================================>....................] 16/22   Step: 951ms | Tot: 15s807ms | Loss: 0.551 | Acc: 84.595% (3465/4096)              
 [===============================================>.................] 17/22   Step: 949ms | Tot: 16s756ms | Loss: 0.548 | Acc: 84.743% (3688/4352)              
 [==================================================>..............] 18/22   Step: 972ms | Tot: 17s728ms | Loss: 0.543 | Acc: 84.831% (3909/4608)              
 [=====================================================>...........] 19/22   Step: 843ms | Tot: 18s572ms | Loss: 0.536 | Acc: 84.930% (4131/4864)              
 [========================================================>........] 20/22   Step: 840ms | Tot: 19s413ms | Loss: 0.531 | Acc: 85.059% (4355/5120)              
 [===========================================================>.....] 21/22   Step: 845ms | Tot: 20s258ms | Loss: 0.531 | Acc: 85.156% (4578/5376)              
 [==============================================================>..] 22/22   Step: 8s370ms | Tot: 28s628ms | Loss: 0.529 | Acc: 85.236% (4636/5439)
 [>................................................................] 1/40   Step: 1s109ms | Tot: 0ms | Loss: 0.518 | Acc: 87.109% (223/256)              
 [=>...............................................................] 2/40   Step: 425ms | Tot: 425ms | Loss: 0.635 | Acc: 84.766% (434/512)              
 [===>.............................................................] 3/40   Step: 415ms | Tot: 840ms | Loss: 0.625 | Acc: 82.943% (637/768)              
 [====>............................................................] 4/40   Step: 413ms | Tot: 1s253ms | Loss: 0.628 | Acc: 83.105% (851/1024)              
 [======>..........................................................] 5/40   Step: 413ms | Tot: 1s667ms | Loss: 0.587 | Acc: 83.828% (1073/1280)              
 [========>........................................................] 6/40   Step: 573ms | Tot: 2s240ms | Loss: 0.629 | Acc: 83.008% (1275/1536)              
 [=========>.......................................................] 7/40   Step: 411ms | Tot: 2s651ms | Loss: 0.620 | Acc: 83.203% (1491/1792)              
 [===========>.....................................................] 8/40   Step: 411ms | Tot: 3s63ms | Loss: 0.650 | Acc: 82.666% (1693/2048)              
 [=============>...................................................] 9/40   Step: 414ms | Tot: 3s477ms | Loss: 0.661 | Acc: 82.509% (1901/2304)              
 [==============>..................................................] 10/40   Step: 412ms | Tot: 3s889ms | Loss: 0.663 | Acc: 82.578% (2114/2560)              
